dataset,x,y
set_12,36.71067294,86.074967
set_12,64.91266244,87.64579606
set_12,66.06413574,89.20866858
set_12,64.93592948,87.07213812
set_12,67.02655071,76.22251533
set_12,65.31403223,77.93874403
set_12,64.29521778,84.12585721
set_12,38.79801214,74.61063043
set_12,34.67575731,79.63759877
set_12,30.71926194,58.81206008
set_12,34.10515093,64.12919723
set_12,33.42337185,67.09574336
set_12,66.31380967,98.93102704
set_12,65.30963145,98.16515684
set_12,65.71407607,99.28376395
set_12,67.59345319,90.95190982
set_12,66.38801732,89.28123047
set_12,67.80618811,91.68817735
set_12,70.96261031,86.51812135
set_12,71.99363717,78.82094807
set_12,72.47983433,80.80068306
set_12,74.07842923,72.95153085
set_12,72.03628802,69.71604842
set_12,72.99818627,59.66564471
set_12,74.81213123,57.58988376
set_12,73.02730502,46.27418787
set_12,77.06711193,51.48691819
set_12,75.01713687,46.62244265
set_12,76.66530773,38.44025097
set_12,77.91587423,45.92684338
set_12,73.74204608,39.12098532
set_12,75.32981579,32.83035192
set_12,63.41043551,38.37773561
set_12,68.85648667,43.08414721
set_12,66.33778505,33.30651
set_12,64.2037185,26.6441143
set_12,64.49863483,22.86350133
set_12,68.89099061,27.29620567
set_12,72.37152334,21.96163975
set_12,69.76542497,19.99985045
set_12,68.62131244,18.91567644
set_12,64.29773717,20.42874969
set_12,66.69926509,18.59108534
set_12,67.54452768,16.44793813
set_12,63.94695198,18.69284545
set_12,64.38819207,15.77281228
set_12,65.57004569,23.76575822
set_12,38.40283688,19.04685867
set_12,37.83236002,14.46948945
set_12,36.90416117,13.58381575
set_12,36.28614305,17.10577073
set_12,62.78663259,13.9189931
set_12,66.81767922,11.41249716
set_12,66.75502141,18.08530514
set_12,65.41552839,10.46351221
set_12,36.94633144,13.5143775
set_12,37.82543474,9.601034295
set_12,36.72283794,9.333302107
set_12,67.07332178,6.049214582
set_12,64.60181811,12.00191696
set_12,65.43728218,15.54538608
set_12,67.00402238,15.34582664
set_12,66.72419207,5.249805481
set_12,68.30761876,13.28091652
set_12,68.76804828,13.52145655
set_12,74.16727175,5.349880873
set_12,64.90035797,16.24525837
set_12,68.76343355,8.700572944
set_12,66.81691392,12.27329434
set_12,67.30934665,0.21700627
set_12,34.73182931,19.60179507
set_12,33.67444215,26.09049021
set_12,75.62725502,37.12875195
set_12,40.61012542,89.13623987
set_12,39.11436645,96.48175132
set_12,34.58382893,89.58890199
