Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
PFG UN Equity,Principal Financial Group Inc,US,Financials,46.93,51.17,-386.4,1063.5,10425.1,216422.8,3020.9,2866.7,15.8638,#N/A N/A,10242.2,#N/A N/A,25.363,13781.7948,#N/A N/A,137.2,1384.7
ATI UN Equity,Allegheny Technologies Inc,US,Materials,28.53,33.66,-59,148.7,2991.7,6503.2,102.8,-272.1,-1.6597,6.5506,4091.2,-37.6,43.106,3101.2951,110.1,#N/A N/A,1262.4
SRCL UW Equity,Stericycle Inc,US,Industrials,131.29,134.97,0,322.094,1880.187,4445.634,415.564,330.522,22.5902,45.8219,2446.553,-36.371,13.169,11149.7205,655.577,63.321,1634.943
ARW UN Equity,Arrow Electronics Inc,US,Information Technology,55.04,61.96,0,516.699,4251.028,11311.526,431.294,312.716,3.6544,13.1749,22525.155,-402.983,29.086,5333.8153,1017.077,#N/A N/A,1970.277
ETFC UW Equity,E*TRADE Financial Corp,US,Financials,23.05,26.035,0,309.863,5274,45819,596.583,519.257,23.9883,#N/A N/A,2018.121,#N/A N/A,34.125,6665.1655,1145.378,332.577,5173
NOV UN Equity,National Oilwell Varco Inc,US,Energy,54.43,54.35,-618,2565,21619,34270,3395,2753,17.1588,27.0052,21033,-259,34.533,23436.1298,4379,106,-945
DGX UN Equity,Quest Diagnostics Inc,US,Health Care,71.07,70.14,-182.999,508,4210,9801,845.352,254.486,13.6289,38.3689,7308,-254.559,23.148,10272.0485,1303.017,164.278,3694
ROK UN Equity,Rockwell Automation Inc,US,Industrials,108.92,117.04,-320.5,825.7,2658.1,6224.3,1033.3,892.3,17.8727,41.5777,6623.5,-53.7,28.664,14774.0068,1336.3,59.3,-594.4
AMT UN Equity,American Tower Corp,US,Financials,96.95,99.14,-486.889,732.43,4185.314,20596.615,2024.21,1024.574,35.8853,#N/A N/A,3995.703,#N/A N/A,16.859,38437.0772,2418.938,572.133,13638.683
AMZN UW Equity,Amazon.com Inc,US,Consumer Discretionary,354.53,380.16,0,-216,10336,40419,5704,1076,0.1138,28.5758,85247,-1173,36.543,164638.0388,4426,175,-2920
RL UN Equity,Ralph Lauren Corp,US,Consumer Discretionary,166.89,137.41,-155,753,4029,6398,962,610,14.3592,57.9773,7584,-74,20.028,14637.0839,1362,17,-414
BXP UN Equity,Boston Properties Inc,US,Financials,138.8,137.41,-839.992,347.004,7153.72,18875.16,638.588,24.347,33.3956,#N/A N/A,2359.49,#N/A N/A,16.424,21250.2512,1409.517,458.973,9629.086
APH UN Equity,Amphenol Corp,US,Information Technology,53.71,56.46,-165.223,683.501,2997.66,6851.769,818.761,603.396,19.3065,31.4941,5164.723,#N/A N/A,25.329,16621.3895,1150.054,76.668,1379.364
TK UN Equity,Teekay Corp,US,Energy,42.33,44.24,-90.58,-111.966,3236.262,12095.056,488.72,-444.294,14.425,25.9234,1942.477,#N/A N/A,51.834,3057.8875,658.951,199.577,6554.108
PXD UN Equity,Pioneer Natural Resources Co,US,Energy,150.53,152.52,-11,-874,7153,13272,2339,-873,-6.1358,41.6798,4312.4,-111,49.186,22413.5991,688.4,183,2112
VLO UN Equity,Valero Energy Corp,US,Energy,52.88,61.69,-531,3763,21062,48455,5773,3889,4.1248,5.8648,137414,#N/A N/A,32.395,27563.4386,7370,398,2192
LLL UN Equity,L-3 Communications Holdings Inc,US,Industrials,123.12,129.43,-206,646,5979,14041,1251,1074,8.9547,8.9547,12150,218,25.492,10481.5988,1309,175,3430
WU UN Equity,Western Union Co/The,US,Information Technology,17,19.52,-268.5,804.3,1179.7,9846.6,1053,982.6,19.6256,41.0735,5619.2,0,21.813,8884.6603,1370.1,184.1,2046.8
COO UN Equity,Cooper Cos Inc/The,US,Health Care,157.65,163.97,-2.884,269.857,2588.44,4458.34,454.823,216.758,17.842,63.5455,1717.776,#N/A N/A,20.756,7614.4792,444.686,7.964,1357.129
CHRW UW Equity,CH Robinson Worldwide Inc,US,Industrials,71.22,74.3,-210.717,429.716,1018.717,2941.784,470.17,438.386,5.3959,7.8607,13265.747,-96.818,23.737,10418.431,774.075,#N/A N/A,772.249
HAIN UW Equity,Hain Celestial Group Inc/The,US,Consumer Staples,52.77,62.53,0,131.051,1606.875,3004.829,133.774,91.25,9.3956,24.8729,2307.384,-36.625,22.601,5367.5499,268.959,#N/A N/A,794.784
ACN UN Equity,Accenture PLC,US,Information Technology,84.03,90.03,-1303.418,3021.182,6016.364,17630.033,4177.752,3862.983,13.5637,30.151,32418.239,#N/A N/A,19.748,55938.4912,5039.057,16.774,-4448.016
MAA UN Equity,Mid-America Apartment Communities Inc,US,Financials,79.32,72.47,-216.181,104.183,3080.96,6783.014,386.943,-10.635,18.0618,#N/A N/A,977.973,#N/A N/A,15.768,5969.1671,500.53,123.469,3342.248
MAN UN Equity,ManpowerGroup Inc,US,Industrials,72.88,80.46,-75.5,411.6,3039.9,7380.7,389.9,346,3.3196,16.7801,20893.8,-309.2,34.925,5767.7026,781.3,35.7,-176.8
YUM UN Equity,Yum! Brands Inc,US,Consumer Discretionary,72.28,81.11,-1105,1458,2604,9177,3751,2047,16.1281,26.5805,13461,-37,23.675,31621.9794,3393,#N/A N/A,2376
OII UN Equity,Oceaneering International Inc,US,Energy,52.36,54.53,-105.562,419.291,2018.873,3391.455,549.433,133.993,16.8572,23.3081,3635.495,-173.668,35.193,5498.3772,833.128,1.513,175.408
PLD UN Equity,Prologis Inc,US,Financials,45.14,42.71,-664.574,272.683,14136.749,24072.103,603.528,-686.528,18.1104,#N/A N/A,1746.686,#N/A N/A,17.104,22569.5041,978.555,322.625,8511.073
FE UN Equity,FirstEnergy Corp,US,Utilities,40.33,34.98,-1372,747,12704,51224,4399,-1108,11.7508,53.6219,15199,-24,20.309,16970.562,4845,917,21429
VIA UW Equity,Viacom Inc,US,Consumer Discretionary,64.84,70.22,-541,2391,3963,23047,2597,2474,29.6162,52.5357,13783,-106,27.291,26160.4212,4299,#N/A N/A,11699
TSCO UW Equity,Tractor Supply Co,US,Consumer Discretionary,81.17,88.12,-80.482,354.704,1230.207,2188.698,402.635,215.801,10.0829,34.1094,5542.55,0,35.037,11034.1583,670.339,#N/A N/A,105.663
VRSN UW Equity,VeriSign Inc,US,Information Technology,54.48,64.02,0,581.937,-748.754,2207.422,581.869,536.418,55.2474,81.2445,999.83,-1.525,20.555,6596.9888,615.544,85.645,-97.65
PWR UN Equity,Quanta Services Inc,US,Industrials,26.48,28.78,0,396.835,4488.631,6229.289,222.117,-51.755,6.5037,15.5469,7564.364,-346.182,36.563,5740.4742,670.216,4.619,-59.287
GLPI UW Equity,Gaming and Leisure Properties Inc,US,Financials,32.63,33.85,-388.678,137.347,-77.899,2595.437,288.431,7.805,44.4048,83.7044,579.796,#N/A N/A,19.774,3669.1391,354.951,106.714,2514.666
ATML UW Equity,Atmel Corp,US,Information Technology,8.33,8.34,0,43.164,903.787,1398.525,191.021,146.104,6.4466,44.277,1420.6,-15.97,36.806,3476.5952,153.326,2.131,-219.887
AEE UN Equity,Ameren Corp,US,Utilities,45.28,42.41,-388,575,6916,21876,1577,-224,21.6486,68.5928,6005,44,19.765,10986.5036,2087,375,6684
BRCM UW Equity,Broadcom Corp,US,Information Technology,42.435,45.23,-275,430,8623,12215,1683,1413,5.7612,50.7486,8349,-86,23.515,25121.52,898,#N/A N/A,-3827
ATR UN Equity,AptarGroup Inc,US,Materials,63.11,65.87,-69.402,186.959,1410.878,2499.239,292.293,122.521,11.6759,32.3549,2635.919,-47.495,19.825,4084.9699,459.586,20.609,254.719
NVDA UW Equity,NVIDIA Corp,US,Information Technology,19.205,22.06,-188.564,584.376,4204.593,6885.869,863.639,705.929,15.1857,55.0601,4575.211,-117.683,28.542,10438.6267,915.785,42.474,-2848.561
LGF UN Equity,Lions Gate Entertainment Corp,US,Consumer Discretionary,28.73,32.59,-20.846,201.957,554.162,3053.59,-65.996,-75.895,10.8706,47.4894,2564.056,-105.189,31.61,4017.6474,285.007,46.805,1424.596
LVLT UN Equity,Level 3 Communications Inc,US,Telecommunication Services,49.74,53.86,0,262,1648,13983,1151,354,15.4834,62.0727,6465,39,26.676,16710.7122,1763,607,8629
CPRT UW Equity,Copart Inc,US,Industrials,36.6,37.42,0,189.88,1037.431,1536.586,278.245,194.649,24.9044,41.8739,1173.992,-17.168,19.478,4623.8702,345.565,8.392,81.555
RMD UN Equity,ResMed Inc,US,Health Care,62.47,64.36,-145.239,347.603,1653.211,2309.453,387.379,310.728,25.5357,63.3271,1577.709,-54.572,25.631,8780.4418,477.045,#N/A N/A,-505.993
SEE UN Equity,Sealed Air Corp,US,Materials,40.5,47.13,-109.5,220.8,1327.3,8354.5,-111.8,-240.6,8.7915,34.4562,7789.3,7.7,28.117,8551.8831,959.6,313.7,4195.3
LAZ UN Equity,Lazard Ltd,US,Financials,45.8,50.88,-170.281,307.936,637.66,3042.89,774.252,753.471,16.7593,#N/A N/A,2345.117,#N/A N/A,30.342,5975.8057,507.865,65.92,227.766
CTSH UW Equity,Cognizant Technology Solutions Corp,US,Information Technology,54.13,62.485,0,1400.742,7381.71,9227.043,1654.687,1409.86,18.7659,40.1283,9875.939,-152.622,26.315,32960.7164,2046.419,0,-4618.479
ALB UN Equity,Albemarle Corp,US,Materials,48.26,56.57,-99.986,307.757,1587.271,3393.466,545.88,448.88,20.9822,34.653,2486.617,#N/A N/A,39.679,5428.2364,627.983,35.479,399.255
MTD UN Equity,Mettler-Toledo International Inc,US,Health Care,303.95,314.17,0,327.231,848.94,2107.455,386.751,299.994,18.4615,54.1784,2472.805,-19.523,23.092,8676.9856,519.236,23.824,358.721
ISRG UW Equity,Intuitive Surgical Inc,US,Health Care,494.48,500,0,438.2,3084.2,3651.5,700,630.7,26.9732,67.4401,2103.2,21.6,22.995,17925.862,639.5,#N/A N/A,-1014.3
BMRN UW Equity,BioMarin Pharmaceutical Inc,US,Health Care,97.16,107.07,0,-126.029,1508.442,2440.433,-57.811,-176.79,-12.9649,83.7173,666.761,3.441,38.624,15274.422,-37.156,35.038,-9.489
CNX UN Equity,CONSOL Energy Inc,US,Energy,28.95,32.2,-71.74,827.606,5254.599,11718.935,919.948,-737.381,10.8975,33.6196,3533.428,60.584,33.014,6663.6975,923.021,225.543,3065.984
SPWR UW Equity,SunPower Corp,US,Information Technology,24.12,32.66,0,133.517,1447.36,4408.538,-81.113,-135.215,5.5523,19.8434,2501.161,-53.299,50.818,3167.6944,239.064,#N/A N/A,185.139
AET UN Equity,Aetna Inc,US,Health Care,91.82,99.55,-315.1,2177.7,14982.4,53025.6,3702.8,3294.2,7.5884,25.8789,56414.7,46.8,24.566,32293.0951,4911.3,333.8,3744.3
IHS UN Equity,IHS Inc,US,Industrials,115.13,117.53,0,175.241,2111.17,5352.792,694.236,585.599,12.5444,60.3975,2208.152,25.145,23.762,7872.7428,477.296,58.376,1638.463
RSG UN Equity,Republic Services Inc,US,Industrials,39.68,40.92,-372.7,733.9,7931.3,19987,1512.6,637.4,16.859,38.1961,8715.8,-68.6,14.812,14107.7852,2452.2,351.1,6917.5
EBAY UW Equity,eBay Inc,US,Information Technology,22.3065,24.373,0,-127,19810,44476,5749,5046,22.2665,70.7943,15045,#N/A N/A,27.507,65845.448,4496,#N/A N/A,-2795
GS UN Equity,Goldman Sachs Group Inc/The,US,Financials,172.41,189.79,-1391,8293,82668,868933,-10311,-11027,30.5294,#N/A N/A,41596,#N/A N/A,21.891,77617.7911,20132,5974,81112
SRE UN Equity,Sempra Energy,US,Utilities,111.92,108.2,-605,1146,12157,38982,2115,-997,16.838,57.2728,10993,#N/A N/A,18.749,27556.7461,3002,564,13235
MCO UN Equity,Moody's Corp,US,Financials,91.33,96.94,-231.8,959.1,617.9,4993.7,983.1,915,43.458,#N/A N/A,3236,-105.7,22.004,19051.4386,1498.2,117.8,430.9
EXP UN Equity,Eagle Materials Inc,US,Materials,71.22,78.5,-20.008,142.268,922.391,1554.387,209.029,141.083,18.9129,21.7411,969.765,-12.553,45.303,3579.7279,253.672,16.49,301.196
PCLN UW Equity,Priceline Group Inc/The,US,Consumer Discretionary,1009.48,1237.48,0,2347.999,8733.887,15184.38,2713.59,2595.378,36.7835,88.9441,8143.027,-180.968,30.332,52852.3608,3168.675,79.996,-2312.053
FFIV UW Equity,F5 Networks Inc,US,Information Technology,111.62,118.115,0,311.183,1369.31,2184.95,548.992,526.274,28.4956,82.1045,1732.046,-40.895,32.82,8111.874,539.678,#N/A N/A,-1128.296
AKAM UW Equity,Akamai Technologies Inc,US,Information Technology,58.155,69.51,0,317.19,2848.38,3854.291,634.261,404.922,25.1773,68.7859,1863.559,-66.076,27.294,10351.2386,698.812,#N/A N/A,-961.661
QEP UN Equity,QEP Resources Inc,US,Energy,20.22,21.48,-14.3,66.5,4000.3,10276.2,1432.5,-1261.4,3.6851,19.6412,3199.4,#N/A N/A,60.844,3642.6144,1132.6,168.8,3115.5
RAI UN Equity,Reynolds American Inc,US,Consumer Staples,33.975,37.81,-1396,1614,4993,15332,1762,1528,34.5511,53.3906,8376,0,16.717,36100.7144,2996,263,4198
SLM UW Equity,SLM Corp,US,Financials,9.11,9.47,-128.078,431.424,1818.428,11714.952,-362.86,-362.86,31.1171,#N/A N/A,2054.613,#N/A N/A,22.307,3855.0299,1293.357,612.842,-1570.378
DVN UN Equity,Devon Energy Corp,US,Energy,60.27,61.59,-376,2203,26768,50839,6455,-6301,29.6658,28.7129,16160,#N/A N/A,44.927,24656.4574,7914,477,8651
GOOGL UW Equity,Alphabet Inc,US,Information Technology,537.55,562.63,0,12918,98815,125781,21250,11587,25.9822,60.6588,63605,-1343,23.082,363545.1288,21274,98,-59388
ESS UN Equity,Essex Property Trust Inc,US,Financials,226.05,222.43,-223.922,108.559,6114.885,11666.562,438.061,-361.686,21.576,#N/A N/A,849.107,#N/A N/A,14.673,14454.1153,490.21,146.883,5246.701
RHT UN Equity,Red Hat Inc,US,Information Technology,63.79,69.12,0,177.57,1233.807,3547.871,590.093,537.254,14.0032,84.732,1725.945,-50.222,29.383,11700.0113,317.88,#N/A N/A,-935.677
PRE UN Equity,PartnerRe Ltd,US,Financials,114.4,114.5,-192.213,993.134,7066.256,23207.343,826.769,826.769,19.9543,#N/A N/A,6452.391,#N/A N/A,14.765,5602.4618,#N/A N/A,48.955,-698.298
NFLX UW Equity,Netflix Inc,US,Consumer Discretionary,63.114,67.844,0,231.849,1724.874,6778.329,96.389,19.045,8.0823,31.6618,5195.158,0,56.226,26728.0523,472.451,44.304,-766.819
A UN Equity,Agilent Technologies Inc,US,Health Care,37.77,42.21,-176,504,5304,10815,711,506,10.3508,48.8142,4048,-119,25.61,12684.9291,803,110,-555
ANTM UN Equity,Anthem Inc,US,Health Care,134.96,146.45,-473.6,2211.2,24294,62058.2,3337,2727.2,6.3532,22.2742,72791.5,-1071,25.881,36431.2881,5505.2,592.9,-6606.6
CME UW Equity,CME Group Inc/IL,US,Financials,85.3,95.93,-1488.7,1013.7,21537.1,63970.3,1170.8,1035.7,54.7627,#N/A N/A,2958.4,-32.4,19.404,28732.5736,1856.8,129.3,947
JNPR UN Equity,Juniper Networks Inc,US,Information Technology,22.73,23.91,-43.8,587.1,6190.4,9569,872.5,684.5,9.9498,62.2346,4799.1,-62.1,34.708,9832.2885,674.1,65.1,-1972.1
BLK UN Equity,BlackRock Inc,US,Financials,340.51,371.42,-1302,3322,27235,222812,2982,2908,40.4009,#N/A N/A,11074,#N/A N/A,22.855,56984.0299,4991,226,2677
O UN Equity,Realty Income Corp,US,Financials,54.31,50.06,-467.413,210.394,5590.386,10939.84,613.32,-613.313,48.7735,#N/A N/A,902.094,#N/A N/A,16.061,12094.0877,797.966,208.021,4745.303
DTE UN Equity,DTE Energy Co,US,Utilities,89.66,82.03,-464,730,8186,26376,1737,-287,10.9646,51.7353,11756,-58,17.419,15869.0374,2473,432,8715
NDAQ UW Equity,Nasdaq Inc,US,Financials,45.6,50.16,-95,468,6118,12692,644,516,23.9067,60.3207,3430,-12,19.336,7645.5425,958,119,1890
PM UN Equity,Philip Morris International Inc,US,Consumer Staples,80.24,82.96,-5989,7868,-8677,35401,8705,7522,40.7062,65.7235,30359,-419,15.487,124670.0987,13241,#N/A N/A,26800
TWC UN Equity,Time Warner Cable Inc,US,Consumer Discretionary,136.13,154.05,-827,2017,7909,48636,6139,2133,20.262,70.9987,22599,-20,26.631,38183.7172,7889,1443,23250
CRM UN Equity,salesforce.com Inc,US,Information Technology,56.45,69.38,0,-313.546,3792.496,9412.663,1112.729,837.78,-4.2285,76.2155,5074.22,-190.486,32.461,35619.95,417.134,79.098,-282.839
NRE UN Equity,NorthStar Realty Europe Corp,US,Financials,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
MET UN Equity,MetLife Inc,US,Financials,46.5,50.83,-1534,5574,71401,908627,17097,17097,12.7149,#N/A N/A,72655,#N/A N/A,25.382,52825.9526,#N/A N/A,1242,15095
SLGN UW Equity,Silgan Holdings Inc,US,Materials,51.41,57.41,-38.036,182.055,781.299,3630.176,297.12,179.644,9.234,15.4491,3866.426,-13.36,16.795,3249.2848,511.793,76.52,1821.141
MON UN Equity,Monsanto Co,US,Materials,117.98,120.43,-904,2740,7914,21918,3054,2049,25.7017,54.0776,15855,-172,15.697,57018.0691,4766,248,5291
COH UN Equity,Coach Inc,US,Consumer Discretionary,37.19,43.55,-374.1,682.553,2440.1,3671,960.21,746.123,20.839,67.8656,4694.266,-37.212,30.202,10249.2033,1165.936,#N/A N/A,-737.5
FLR UN Equity,Fluor Corp,US,Industrials,53.59,58,-119.234,463.166,3709.678,8048.705,493.712,163.723,5.2739,6.1421,22367.881,#N/A N/A,33.335,8371.8609,1368.402,27.37,-1874.771
MFA UN Equity,MFA Financial Inc,US,Financials,7.84,7.96,-301.439,297.353,3253.744,12242.777,248.459,247.975,91.6702,#N/A N/A,471.825,#N/A N/A,14.202,2893.5804,436.157,164.275,8400.478
NATI UW Equity,National Instruments Corp,US,Information Technology,30.08,31.14,-74.643,114.676,1087.288,1420.893,215.473,162.944,10.7047,74.424,1211.892,-5.015,25.193,3837.79,197.817,#N/A N/A,-447.754
DNB UN Equity,Dun & Bradstreet Corp/The,US,Industrials,115.11,132.48,-63.4,278,-1083.4,1789.2,310.7,299.7,24.3895,65.6692,1617.5,-14,20.328,4133.5803,452.2,42.8,1323.4
HPT UN Equity,Hospitality Properties Trust,US,Financials,32.342,30.5756,-285.698,152.75,3001.979,5990.583,452.425,-24.309,18.7014,#N/A N/A,1691.389,#N/A N/A,19.221,4885.1955,630.409,142.379,2816.066
EW UN Equity,Edwards Lifesciences Corp,US,Health Care,62.675,66.51,0,777,2043.4,3350,1040.4,971.9,52.5102,72.8234,2240.9,-11.4,28.601,13409.2176,1244.1,18.4,-918.7
AMP UN Equity,Ameriprise Financial Inc,US,Financials,124.94,133.63,-420,1490,9340,147193,2239,2113,20.3077,#N/A N/A,12153,#N/A N/A,25.114,23055.4354,3812,1087,6498
XEL UN Equity,Xcel Energy Inc,US,Utilities,37.53,35.28,-549.48,975.022,10154.66,35363.441,2585.469,-677.725,16.3859,51.9404,11488.329,-15.616,17.276,18978.3923,3027.308,525.549,12318.358
COL UN Equity,Rockwell Collins Inc,US,Industrials,85.62,89.08,-162,604,1889,7063,660,497,19.1203,30.9701,4979,65,15.268,11326.4393,1174,59,1844
FTI UN Equity,FMC Technologies Inc,US,Energy,37.48,39.93,0,709.1,2673.6,7034.4,853.5,499.4,14.0499,24.0356,7834.2,-448.9,39.131,8764.565,1330.9,#N/A N/A,835.5
ZBH UN Equity,Zimmer Biomet Holdings Inc,US,Health Care,112.1,120.39,-142,807,6541.4,9670.9,998.8,690.6,24.0839,72.8486,4691.1,-83.6,22.767,18984.565,1503.1,63.6,-70.7
WAB UN Equity,Wabtec Corp/DE,US,Industrials,83.45,94.89,-17.315,333.035,1789.609,3228.387,380.821,330.968,17.2582,30.3542,2905.07,-71.883,25.404,8032.4649,560.399,#N/A N/A,309.501
CBG UN Equity,CBRE Group Inc,US,Financials,32.34,34.26,0,394.872,2182.838,7529.954,578.946,411.125,7.9189,39.0117,8496.575,-245.375,21.768,10764.9179,921.489,111.698,2184.437
MA UN Equity,MasterCard Inc,US,Information Technology,82.03,90.13,-461,3439,6548,14659,3881,3694,54.5891,#N/A N/A,9174,-71,26.191,94870.5704,5316,39,-4825
GME UN Equity,GameStop Corp,US,Consumer Discretionary,35.25,36.97,-145.1,369.5,2008.6,4641.6,393.3,237.2,6.2165,29.4885,9503.7,-18.8,48.688,3825.1688,752.3,7.4,-20
MD UN Equity,MEDNAX Inc,US,Health Care,67.89,71.47,0,307.857,2505.112,3478.217,383.083,368.708,21.0474,#N/A N/A,2355.775,-62.579,23.222,6817.2371,538.408,6.624,358.339
KMX UN Equity,CarMax Inc,US,Consumer Discretionary,62.1,67.11,0,553.429,3182.152,12843.406,-904.638,-1240.963,6.7125,12.9842,13830.907,-20.153,33.295,13041.7202,1041.315,29.836,8625.813
ICE UN Equity,Intercontinental Exchange Inc,US,Financials,205.73,235.36,-300,517,12787,67286,1146.166,983.452,42.8218,#N/A N/A,2828,-108.359,22.257,23187.2552,1511.375,99,2257
FIS UN Equity,Fidelity National Information Services I,US,Information Technology,62.43,67.59,-270.3,555.7,6591.5,14172.1,1071.5,920.4,18.1042,32.2309,6298,-53.5,17.864,17714.583,1781.4,#N/A N/A,4361.3
CMG UN Equity,Chipotle Mexican Grill Inc,US,Consumer Discretionary,709.84,664.97,0,403.762,1893.764,2437.053,689.821,466.16,16.7937,27.0216,3882.605,-4.188,23.81,22014.0286,757.659,#N/A N/A,-789.609
POM UN Equity,Pepco Holdings LLC,US,Utilities,27.45,27.14,-273,265,4473,15298,979,-234,13.2962,52.5871,4851,27,8.39,6914.85,1176,268,5469
WYNN UW Equity,Wynn Resorts Ltd,US,Consumer Discretionary,147.95,142.5,-1093.661,836.092,293.415,9181.699,1369.436,480.395,24.4032,38.9636,5815.583,5.668,32.927,14994.7029,1745.216,312.401,4481.438
SHLD UW Equity,Sears Holdings Corp,US,Consumer Discretionary,29.0134,34.2621,-233,-1881,126,15169,-1379,-1709,-4.4847,22.7146,33692,#N/A N/A,84.829,3391.2053,-883,294,4614
LVNTA UW Equity,Liberty Ventures,US,Consumer Discretionary,37.35,40.18,#N/A N/A,#N/A N/A,-401,3583,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,34.891,5278.1062,#N/A N/A,#N/A N/A,536
AIZ UN Equity,Assurant Inc,US,Financials,63.51,61.27,-76.733,529.968,5342.563,30673.129,818.187,740.501,8.8322,#N/A N/A,10159.579,#N/A N/A,17.422,4461.8973,#N/A N/A,64.983,-240.261
NRG UN Equity,NRG Energy Inc,US,Utilities,24.66,23.98,-181,-306,11967,40069,1561,403,4.0771,25.5476,14471,#N/A N/A,34.961,8337.7591,2119,1027,18820
THG UN Equity,Hanover Insurance Group Inc/The,US,Financials,69,70.24,-65.1,262.2,2771.9,13960.2,610.1,595.7,8.1572,#N/A N/A,5011.5,#N/A N/A,18.205,3038.036,#N/A N/A,65.5,393.8
GNW UN Equity,Genworth Financial Inc,US,Financials,6.98,7.75,0,-276,17121,110514,1446,1446,4.5295,#N/A N/A,9118,#N/A N/A,90.762,3466.6862,#N/A N/A,464,3420
RF UN Equity,Regions Financial Corp,US,Financials,8.7,9.61,-265,1114,17160,119226,2171,1943,32.3613,#N/A N/A,5567,#N/A N/A,26.179,11975.3333,#N/A N/A,320,923
DOX UW Equity,Amdocs Ltd,US,Information Technology,48.18,52.5,-90.939,422.122,3395.836,5185.277,709.258,597.689,13.9085,35.2658,3563.637,5.54,15.309,7509.8972,658.42,#N/A N/A,-1214.465
GOOG UW Equity,Alphabet Inc,US,Information Technology,533.056,556.871,0,12918,98815,125781,21250,11587,25.9822,60.6588,63605,-1343,22.887,363545.1288,21274,98,-59388
TDC UN Equity,Teradata Corp,US,Information Technology,44.56,44.52,0,361,1842,3018,646,593,19.0511,54.1971,2740,27,26.595,6817.68,688,#N/A N/A,-593
MOS UN Equity,Mosaic Co/The,US,Materials,48.69,53.26,-395.7,780.2,10962.5,18455.5,2283,1253.1,12.7119,18.8393,8858.6,-133.5,22.175,18079.4465,1851.1,#N/A N/A,845
EXPE UW Equity,Expedia Inc,US,Consumer Discretionary,85.93,91.75,-81.457,426.845,2522.322,9424.988,1354.587,1041.744,10.1046,79.4343,5559.522,-194.265,29.032,10874.267,913.759,91.698,-902.077
DISCA UW Equity,Discovery Communications Inc,US,Consumer Discretionary,28.985,32.3,0,1084,6670,16373,1248,1124,34.3944,67.3359,6126,-25,34.397,19037.4826,2448,325,6772
IM UN Equity,Ingram Micro Inc,US,Information Technology,25.18,24.71,0,259.88,4097.028,11561.855,-41.304,-122.889,1.0344,5.8608,44364.052,-510.9951,25.526,3926.4317,601.644,67.598,630.341
CF UN Equity,CF Industries Holdings Inc,US,Materials,61.076,61.246,-238.6,1477.8,4855.3,11659.8,1214.4,-249.2,51.7721,39.728,4853,52.9,27.653,15188.1421,2907.8,176.9,1941.2
VIAB UW Equity,Viacom Inc,US,Consumer Discretionary,64.42,69.94,-541,2391,3963,23047,2597,2474,29.6162,52.5357,13783,-106,27.808,26160.4212,4299,#N/A N/A,11699
LDOS UN Equity,Leidos Holdings Inc,US,Information Technology,41.4,45.02,-477,160,1595,4162,308,253,3.6981,12.2467,7896,-57,21.453,3066.3685,378,84,903
WYN UN Equity,Wyndham Worldwide Corp,US,Consumer Discretionary,83.79,91.48,-173,535,1411,9557,1049,789,18.1888,95.2717,5245,-268,22.512,10328.1915,1185,118,2862
Y UN Equity,Alleghany Corp,US,Financials,442.09,472.54,0,745.475,7414.467,23929.466,296.502,249.97,21.3848,#N/A N/A,5292.274,#N/A N/A,20.399,7120.1898,#N/A N/A,88.214,1471.565
SE UN Equity,Spectra Energy Corp,US,Energy,33.44,35.49,-882,1002,10796,34001,2176,276,31.2202,31.2202,5868,#N/A N/A,26.361,22438.2482,2642,702,14483
FSLR UW Equity,First Solar Inc,US,Information Technology,42.32,59.745,0,271.628,4793.217,6439.954,-54.801,-239.05,9.0504,22.4574,3153.236,46.173,50.481,4240.9369,529.904,1.429,-897.145
MJN UN Equity,Mead Johnson Nutrition Co,US,Consumer Staples,98.49,104.76,-289.5,713.9,584.9,3691.8,751.2,543.9,22.4553,61.8447,4375.8,#N/A N/A,28.672,19897.9421,1071.4,67.1,302.8
KOS UN Equity,Kosmos Energy Ltd,US,Energy,8.77,8.98,0,152.81,1190.932,2603.207,613.289,247.449,44.5395,69.6439,893.906,#N/A N/A,54.09,3392.8723,608.713,33.369,193.48
DFS UN Equity,Discover Financial Services,US,Financials,54.38,60.98,-453,2484,11301,80596,3808,3652,41.1722,#N/A N/A,9674,#N/A N/A,24.274,24660.2297,5449,1105,13675
TRIP UW Equity,TripAdvisor Inc,US,Consumer Discretionary,67.01,89.25,0,210.274,1086,1956,397.2,326.063,26.349,97.2171,1170.669,-5.499,44.247,9577.3551,362.669,#N/A N/A,-268
