"carat","cut","color","clarity","table","depth","cert","measurements_1","measurements_2","measurements_3","price"
1.28,"Ideal","I","VVS1",59,62.1,"GIA",6.94,6.92,4.3,7502
1.71,"Ideal","L","VS2",58,61.9,"GIA",7.66,7.69,4.75,7134
0.3,"Ideal","E","SI1",55,61.2,"GIA",4.36,4.33,2.66,800
0.54,"Ideal","G","VS2",60.4,60.4,"GIA",5.26,5.23,3.17,1960
0.5,"Ideal","H","VS2",57,61.1,"GIA",5.15,5.09,3.13,1610
0.3,"Ideal","J","VVS1",56,62.3,"GIA",4.3,4.32,2.68,730
0.3,"Ideal","H","VVS1",58,61.6,"GIA",4.3,4.33,2.66,636
0.7,"Ideal","F","VS2",58,62.3,"HRD",5.69,5.66,3.53,3020
1.02,"V.Good","F","SI1",57,62,"GIA",6.41,6.5,4,6385
0.32,"Ideal","J","SI1",61.7,58,"GIA",4.39,4.37,2.7,700
0.3,"Good","G","SI2",58,63.5,"GIA",4.18,4.2,2.66,640
0.3,"Ideal","D","SI1",56,62.1,"GIA",4.31,4.3,2.67,810
2.06,"V.Good","K","VS2",58,60.6,"GIA",8.21,8.31,5.01,11427
0.91,"Good","G","VVS2",54,66.3,"GIA",6.07,6.01,4,4300
0.3,"V.Good","G","SI2",60,61.5,"GIA",4.31,4.3,2.64,418
0.84,"V.Good","F","I1",64,65.6,"EGL USA",5.82,5.89,3.84,1258
1.02,"V.Good","H","SI1",56,64.1,"GIA",6.33,6.35,4.06,5980
1.21,"Ideal","H","SI1",59,61.3,"GIA",6.88,6.86,4.21,6464
1.01,"Good","D","VS1",65,57.1,"GIA",6.72,6.66,3.82,8756
0.37,"Ideal","J","SI1",57,62.8,"GIA",4.56,4.54,2.86,596
1,"Ideal","D","VS1",58,59.5,"GIA",6.48,6.52,3.87,8990
0.4,"Good","E","SI2",56,65.8,"GIA",4.53,4.56,2.99,960
1.2,"V.Good","G","VS1",56,64.5,"GIA",6.61,6.68,4.29,7909
0.53,"Ideal","E","SI2",56,61.7,"GIA",5.21,5.23,3.22,1213
0.3,"Ideal","H","SI1",60,59.3,"GIA",4.4,4.38,2.6,720
1.5,"Ideal","J","VVS2",57,62.3,"GIA",7.34,7.28,4.56,9312
0.38,"Ideal","H","IF",56,62.7,"GIA",4.6,4.62,2.89,823
0.5,"V.Good","I","SI2",56.5,63.9,"IGI",4.98,5,3.18,1010
0.3,"Ideal","F","VVS2",57,60.6,"GIA",4.32,4.38,2.63,760
0.3,"Ideal","D","SI2",58,60.7,"GIA",4.35,4.31,2.63,810
0.5,"V.Good","F","VS2",55,64.3,"GIA",5.04,4.96,3.22,1583
0.5,"Good","G","VS1",58,66.3,"GIA",4.87,4.9,3.24,1395
0.53,"Ideal","G","VS2",57,62.1,"GIA",5.19,5.22,3.23,1940
1,"Good","H","VVS2",60,66.3,"HRD",6.02,6.13,4.04,4943
1.1,"Ideal","E","SI1",58,62.3,"GIA",6.59,6.57,4.1,7059
2.04,"Ideal","G","SI1",59,61.8,"GIA",8.12,8.17,5.04,18169
0.31,"V.Good","D","SI2",59,58.8,"EGL USA",4.44,4.4,2.6,640
0.31,"Ideal","F","VS2",57,61.9,"GIA",4.33,4.35,2.68,570
0.31,"V.Good","J","VS1",62,59.3,"GIA",4.43,4.36,2.61,610
0.73,"Ideal","F","SI2",59,61.4,"GIA",5.76,5.8,3.55,2700
0.8,"Good","E","SI2",54,64,"GIA",5.84,5.79,3.72,2830
0.32,"Ideal","E","VS2",59,60.7,"GIA",4.42,4.39,2.68,646
2.23,"V.Good","I","SI2",57,63,"GIA",8.27,8.33,5.23,17840
1.57,"Ideal","J","SI1",60,61.6,"GIA",7.41,7.43,4.58,7940
1.51,"Ideal","J","VS1",61,58.8,"GIA",7.55,7.53,4.44,9280
3.03,"Ideal","G","SI2",57,62.1,"GIA",9.25,9.3,5.75,38308
0.51,"Ideal","F","SI1",60,58.7,"GIA",5.25,5.27,3.09,1424
0.31,"Ideal","F","SI1",60,59.4,"GIA",4.46,4.44,2.64,790
2.02,"Ideal","F","VS2",57,62.5,"GIA",8.06,8.1,5.05,29428
0.5,"Ideal","K","SI2",59,62.4,"GIA",5.04,5.06,3.15,1018
0.7,"V.Good","G","VS2",57,63.2,"GIA",5.59,5.64,3.55,2560
1.55,"Ideal","K","VVS2",59,60.7,"HRD",7.47,7.5,4.55,5747
0.34,"Ideal","E","VS2",57,62.1,"GIA",4.49,4.46,2.78,628
1.16,"Ideal","I","IF",58,61.9,"GIA",6.69,6.72,4.15,6514
0.35,"Ideal","D","SI2",58,62.5,"GIA",4.51,4.48,2.81,900
0.3,"Good","I","SI2",0.7,0.5,"IGI",4.37,4.4,2.51,580
1.13,"Ideal","G","VS1",57,62.8,"GIA",6.63,6.66,4.17,8086
0.4,"Good","G","VS1",59,63.9,"IGI",4.5,4.58,2.91,834
0.9,"V.Good","J","SI1",64.5,62.1,"IGI",6.11,6.13,3.8,2507
0.51,"Ideal","G","SI1",58,61.3,"GIA",5.14,5.16,3.16,1100
2.01,"Ideal","I","VS1",56.5,63.2,"IGI",7.97,8.02,5.05,16890
1.51,"Ideal","I","VS2",57,62.4,"GIA",7.31,7.3,4.56,10230
2,"Ideal","I","VS1",58,62.4,"GIA",8.06,8,5.01,19120
0.5,"Ideal","D","VVS1",57,62.3,"HRD",5.09,5.05,3.16,2710
0.92,"V.Good","G","I1",58,64,"GIA",6.12,6.14,3.92,2300
0.61,"Good","K","VS1",58,64.2,"GIA",5.37,5.38,3.45,1006
0.42,"Ideal","J","SI1",58,61.3,"GIA",4.82,4.84,2.96,611
0.37,"Ideal","E","VVS2",58,60.9,"GIA",4.66,4.64,2.83,1140
0.9,"Ideal","E","SI1",60,61.6,"EGL Intl.",6.06,6.01,3.72,3280
0.42,"Ideal","D","VS2",57,62.5,"GIA",4.82,4.79,3,1440
0.3,"V.Good","I","VVS2",56,64.2,"GIA",4.21,4.19,2.7,540
2.1,"Ideal","I","SI1",56,62.5,"GIA",8.18,8.22,5.12,20173
0.4,"Good","D","VS2",55,66.3,"GIA",4.58,4.6,3.04,863
0.31,"V.Good","D","VVS1",61,62.5,"GIA",4.32,4.27,2.68,980
0.3,"Good","G","SI1",62,64.2,"GIA",4.16,4.15,2.67,620
0.34,"Ideal","I","VS2",56,62.3,"GIA",4.47,4.44,2.77,565
0.4,"V.Good","I","VVS2",61,62.2,"GIA",4.72,4.68,2.93,1030
0.3,"Ideal","G","SI1",58,62.3,"GIA",4.29,4.26,2.66,474
0.4,"Ideal","H","VS2",58,61.8,"GIA",4.74,4.71,2.92,1090
0.53,"Ideal","H","SI1",59,61.8,"GIA",5.22,5.2,3.22,1550
1.04,"Ideal","D","SI1",58,62.3,"GIA",6.44,6.48,4.03,7310
0.33,"Ideal","H","SI2",59,60.3,"GIA",4.47,4.5,2.71,710
1.6,"V.Good","K","VVS2",60,61.5,"IGI",7.42,7.44,4.57,6610
0.24,"Ideal","F","VVS2",61.5,58.7,"IGI",4.07,4.1,2.4,650
0.32,"Ideal","D","VVS1",62,58.8,"GIA",4.48,4.46,2.63,891
0.5,"Ideal","F","VVS2",56,62.9,"GIA",5.04,5.08,3.18,2010
0.4,"Ideal","K","VVS2",56,62.3,"GIA",4.73,4.75,2.95,722
0.5,"Ideal","D","VS2",59,61.2,"GIA",5.09,5.11,3.12,1950
1.2,"Ideal","H","SI2",58,62.2,"GIA",6.75,6.79,4.21,7270
0.3,"Ideal","H","SI2",56,62,"GIA",4.33,4.31,2.68,437
0.4,"V.Good","I","VS1",59,58.2,"GIA",4.83,4.85,2.82,688
0.58,"Ideal","G","SI1",58,61.9,"GIA",5.35,5.37,3.32,1780
2.02,"V.Good","I","SI2",55,64.1,"GIA",7.9,7.96,5.08,15130
2.01,"Good","G","SI2",61,60.3,"IGI",8.02,8.07,4.85,13894
0.31,"Ideal","H","IF",60,60.8,"GIA",4.4,4.42,2.68,880
0.3,"Ideal","E","VVS2",60,61.3,"GIA",4.32,4.28,2.64,873
0.34,"Ideal","E","SI2",57,61.5,"GIA",4.5,4.53,2.78,556
0.32,"Ideal","H","VS1",0.6,0.6,"IGI",4.36,4.39,2.75,740
0.4,"Good","G","VS2",54,63.9,"GIA",4.61,4.64,2.96,1050
0.4,"Ideal","D","VS1",57,62.1,"GIA",4.72,4.74,2.94,1094
0.9,"V.Good","D","SI2",59,62,"GIA",6.11,6.15,3.8,4900
0.23,"V.Good","E","VS2",59,61,"GIA",3.96,3.94,2.41,469
1.2,"Ideal","G","VS2",58,61.5,"GIA",6.84,6.79,4.19,8230
1.71,"Ideal","J","VS2",55,62.6,"GIA",7.61,7.62,4.77,9841
0.66,"V.Good","E","SI2",62,61.9,"HRD",5.49,5.52,3.41,1981
1.01,"V.Good","I","SI2",57,64.2,"GIA",6.26,6.29,4.03,3677
0.5,"Good","F","VS2",61,64.1,"IGI",4.98,5.01,3.2,1294
0.38,"Ideal","D","SI1",60,59.6,"EGL Intl.",4.75,4.71,2.82,700
0.3,"Good","J","SI2",58,64.4,"GIA",4.16,4.19,2.69,560
0.4,"Ideal","J","SI1",59,62.1,"GIA",4.7,4.72,2.92,619
1,"V.Good","F","SI2",55,64.5,"GIA",6.21,6.27,4.03,4729
1.34,"Ideal","I","VVS2",56,62.3,"GIA",7.08,7.04,4.4,6643
0.4,"Ideal","E","VS1",60,60,"GIA",4.77,4.76,2.86,1240
1.06,"Ideal","E","VS2",60,59,"GIA",6.7,6.72,3.96,8155
0.57,"Ideal","F","SI2",59,61.9,"GIA",5.32,5.29,3.28,1760
1.22,"Ideal","J","SI2",58,61.9,"GIA",6.81,6.84,4.22,5770
0.4,"Ideal","D","VVS1",61,62.1,"GIA",4.7,4.71,2.92,1176
1.16,"Ideal","G","SI1",59,61.5,"GIA",6.76,6.74,4.15,6620
0.46,"Ideal","D","VVS1",56,62.9,"GIA",4.92,4.95,3.1,1950
1,"V.Good","E","VVS1",58,64.1,"GIA",6.23,6.28,4.01,7555
1.01,"V.Good","D","SI2",65,57.6,"EGL USA",6.56,6.59,3.79,4458
2.01,"Ideal","H","SI1",56,63.1,"GIA",8.05,7.96,5.05,15130
0.41,"Ideal","F","VS1",61,59.5,"GIA",4.83,4.85,2.88,1280
0.3,"V.Good","F","VVS2",60,58.5,"GIA",4.37,4.4,2.57,650
0.5,"V.Good","E","SI1",54,62.9,"GIA",5.1,5.06,3.2,1374
0.8,"Ideal","E","SI1",57,62.6,"GIA",5.93,5.88,3.69,3498
1,"Ideal","H","SI2",62,60.8,"GIA",6.43,6.38,3.9,4890
1.16,"Ideal","H","SI1",57,62.8,"GIA",6.68,6.71,4.2,5866
0.31,"Ideal","I","SI1",56,62,"IGI",4.28,4.33,2.68,444
1.32,"Good","I","I1",55,66,"GIA",6.77,6.86,4.5,2493
0.4,"Ideal","E","VS1",60,62.1,"GIA",4.72,4.69,2.92,1270
0.5,"Ideal","E","VVS2",59,60.3,"GIA",5.15,5.13,3.1,2075
1.85,"V.Good","G","SI1",58,62.5,"GIA",7.74,7.81,4.86,18068
0.5,"V.Good","H","VS2",59,62.7,"GIA",5.04,5.01,3.15,1435
0.34,"Ideal","D","SI1",59,59.7,"GIA",4.6,4.58,2.74,890
1.02,"Ideal","H","VS2",57,60.7,"GIA",6.48,6.54,3.95,6290
0.8,"Ideal","F","SI1",58,62.5,"GIA",5.94,5.9,3.7,3172
0.9,"Ideal","G","VS1",60,61,"EGL Intl.",6.19,6.13,3.76,3020
2.2,"Ideal","J","SI2",58,62.4,"GIA",8.27,8.31,5.18,14948
1.23,"Ideal","J","VVS1",58,62.5,"HRD",6.83,6.82,4.26,6050
0.92,"Ideal","J","VS2",57,62.8,"GIA",6.19,6.23,3.9,3320
0.31,"V.Good","D","VS1",58,64.2,"GIA",4.23,4.22,2.71,840
0.71,"Ideal","F","I1",62,59.1,"GIA",5.83,5.81,3.44,1760
0.97,"Good","I","VVS2",59,57.3,"GIA",6.53,6.59,3.76,4279
0.3,"V.Good","H","I1",61,59.6,"GIA",4.34,4.35,2.59,358
0.71,"Ideal","G","VS1",56,62.3,"GIA",5.71,5.72,3.56,2919
0.3,"V.Good","F","VS2",62,60.3,"GIA",4.35,4.31,2.61,800
0.42,"V.Good","E","VS1",57,63.7,"GIA",4.74,4.69,3,1270
1.01,"V.Good","E","VVS2",59,63.6,"GIA",6.3,6.26,4,8990
1.3,"Ideal","D","VS1",57,62.7,"GIA",6.92,6.96,4.35,12519
0.5,"Ideal","I","VS2",59,59.9,"GIA",5.17,5.18,3.1,1490
1.12,"V.Good","I","SI2",57,63.9,"GIA",6.49,6.52,4.15,3182
0.75,"Ideal","I","SI2",56,62.4,"GIA",5.8,5.77,3.61,1910
0.3,"V.Good","E","VS2",57,63.7,"GIA",4.24,4.2,2.69,750
0.55,"Ideal","E","VS1",59,61.9,"GIA",5.25,5.29,3.26,2460
0.61,"Ideal","E","VS1",57,62.3,"GIA",5.42,5.39,3.36,2790
0.9,"Good","J","SI1",61,57.1,"GIA",6.39,6.36,3.64,3490
0.3,"V.Good","G","VS2",56,62.8,"GIA",4.2,4.23,2.65,510
0.5,"Ideal","E","SI2",56,62.7,"GIA",5.07,5.02,3.16,1276
0.52,"Ideal","E","SI2",60,60.1,"HRD",5.2,5.18,3.12,1270
0.4,"Ideal","F","SI1",56,62.5,"GIA",4.7,4.73,2.95,1020
0.9,"Ideal","G","VVS2",57,62.7,"GIA",6.17,6.13,3.86,5489
0.3,"V.Good","D","SI2",59,62.3,"GIA",4.26,4.25,2.65,740
0.41,"V.Good","J","IF",57,64.5,"GIA",4.64,4.66,3,773
0.4,"Good","J","SI1",56,64.9,"GIA",4.6,4.64,3,840
0.41,"Ideal","H","SI1",58,62.6,"GIA",4.76,4.74,2.97,757
1.51,"V.Good","D","SI2",59,63.5,"EGL USA",7.16,7.23,4.57,7191
0.62,"Ideal","F","SI1",58,61.1,"GIA",5.49,5.51,3.36,1765
0.78,"Ideal","H","VS2",58,62.3,"GIA",5.91,5.87,3.67,3220
0.59,"Ideal","D","VVS1",58,62.3,"GIA",5.35,5.39,3.35,3332
0.5,"V.Good","F","VS2",56,64,"IGI",5.03,5.05,3.22,1316
0.4,"Ideal","J","SI2",57,62.5,"GIA",4.71,4.73,2.95,730
0.5,"Ideal","E","SI2",56,61.4,"GIA",5.14,5.12,3.15,1670
0.66,"V.Good","G","I1",59,58.4,"EGL USA",5.69,5.72,3.33,777
0.3,"Ideal","H","VS1",58,61.1,"GIA",4.32,4.3,2.64,840
1.5,"V.Good","F","SI2",56,60.4,"GIA",7.41,7.38,4.47,9294
1.64,"Ideal","G","SI2",58,61.2,"AGS",7.55,7.6,4.64,10065
1.56,"Ideal","I","SI2",57,62.4,"GIA",7.42,7.36,4.61,8230
0.44,"Ideal","J","SI2",57,62.3,"GIA",4.85,4.86,3.03,924
0.29,"Ideal","E","SI1",59,62.6,"GIA",4.23,4.26,2.66,464
0.3,"V.Good","D","SI2",59.8,59.8,"GIA",4.35,4.31,2.59,680
1.03,"Ideal","I","SI1",59,61.8,"GIA",6.51,6.47,4.01,5223
0.7,"Ideal","H","VS2",56,62.3,"GIA",5.67,5.7,3.54,2780
0.7,"V.Good","L","SI2",52.5,63.3,"IGI",5.58,5.61,3.54,990
0.32,"Ideal","E","SI2",62,60.2,"GIA",4.46,4.43,2.68,800
1,"Good","H","VVS2",52,65,"HRD",6.07,6.18,4,8988
0.33,"Ideal","F","VS2",62.4,62.4,"GIA",4.41,4.39,2.75,850
1.54,"Ideal","G","SI1",56,62.3,"GIA",7.39,7.34,4.59,12550
1.24,"V.Good","I","SI2",59.5,63,"IGI",6.8,6.83,4.3,3715
0.3,"V.Good","D","VVS2",57,63.7,"GIA",4.24,4.22,2.69,900
2,"Ideal","F","VS2",59,59.4,"GIA",8.27,8.19,4.89,27920
0.4,"Ideal","E","VVS1",60,59.6,"GIA",4.81,4.8,2.87,1419
0.27,"Ideal","G","VS1",56,62,"GIA",4.15,4.17,2.58,451
0.53,"V.Good","E","VVS1",57,62.2,"GIA",5.17,5.14,3.21,2158
0.3,"Ideal","E","IF",60,59.2,"GIA",4.38,4.41,2.6,773
0.35,"Ideal","F","SI2",57,62,"GIA",4.52,4.53,2.81,810
0.7,"V.Good","D","SI2",61,59.7,"GIA",5.74,5.68,3.41,2250
1.67,"Ideal","G","VS1",57,62.2,"GIA",7.58,7.61,4.72,15889
1.53,"V.Good","F","VS2",58,62.3,"GIA",7.31,7.35,4.57,13910
1.31,"Ideal","J","VS1",57,62.5,"GIA",6.97,7.02,4.37,7889
0.44,"Ideal","F","SI1",58,62.1,"GIA",4.87,4.83,3.01,1240
1,"Good","D","VVS2",55,64.9,"GIA",6.24,6.28,4.07,8580
0.4,"V.Good","F","VS2",56,64.7,"GIA",4.6,4.62,2.98,1020
2.01,"Ideal","E","VS1",59,62.1,"GIA",8.06,8.01,4.99,36699
0.57,"Ideal","H","VS2",55,63,"GIA",5.26,5.29,3.33,1850
1.51,"Ideal","H","SI1",58,62.5,"GIA",7.32,7.35,4.58,11216
0.23,"Ideal","F","VVS1",58.5,61.4,"IGI",3.96,3.97,2.43,640
0.4,"Good","E","VS2",58,66.1,"GIA",4.51,4.55,3,798
0.3,"Ideal","G","SI1",60,60.6,"GIA",4.31,4.33,2.62,700
0.75,"Ideal","H","VS2",56,63,"GIA",5.79,5.76,3.64,2696
1.6,"Ideal","H","VS2",58,61.7,"GIA",7.46,7.48,4.61,13630
0.72,"Ideal","F","VVS2",56,62.7,"GIA",5.72,5.7,3.58,3565
0.5,"V.Good","F","SI1",58,61.6,"GIA",5.01,5.04,3.09,1389
0.6,"Ideal","D","VS2",58,61.1,"GIA",5.41,5.43,3.31,2555
1.32,"Ideal","H","SI2",56,62.5,"GIA",6.99,7.02,4.38,6618
0.23,"Ideal","D","VVS1",59,60.7,"GIA",3.99,4.01,2.43,563
0.31,"Ideal","G","VS1",56,61.9,"GIA",4.34,4.36,2.69,701
3.02,"V.Good","J","SI2",56,64.7,"GIA",8.96,9.05,5.82,21681
0.6,"V.Good","G","VS1",61,58.7,"GIA",5.49,5.5,3.22,2034
0.3,"V.Good","E","VS1",57,64.3,"GIA",4.18,4.2,2.7,579
0.3,"Ideal","G","SI2",62.5,62.5,"GIA",4.28,4.23,2.66,670
0.76,"Ideal","E","SI2",57,62.8,"GIA",5.81,5.84,3.66,3340
0.31,"Ideal","H","SI1",59,63.3,"IGI",4.3,4.32,2.72,630
0.5,"V.Good","D","VS1",55,63.1,"GIA",5,5.02,3.16,1950
0.7,"V.Good","E","VVS1",61,63.5,"GIA",5.6,5.63,3.57,3725
0.34,"Ideal","I","VS1",56,61.9,"GIA",4.49,4.5,2.78,608
0.45,"Ideal","H","VVS2",62.4,62.4,"GIA",4.89,4.85,3.04,1340
0.34,"V.Good","H","SI1",57,62.4,"GIA",4.47,4.48,2.79,541
0.91,"V.Good","G","I1",62,62.3,"HRD",6.16,6.13,3.83,2110
0.4,"Ideal","E","SI2",56,62.1,"GIA",4.7,4.75,2.93,980
0.46,"Ideal","F","SI2",56,62.5,"GIA",4.93,4.95,3.09,882
0.3,"Ideal","E","VS2",61,61.2,"GIA",4.28,4.3,2.63,565
2.26,"Ideal","G","VVS1",58,62,"GIA",8.36,8.41,5.2,50059
0.71,"Ideal","J","VS1",55,62,"GIA",5.71,5.74,3.55,1696
0.3,"V.Good","D","SI1",55,64.1,"GIA",4.18,4.22,2.69,502
0.4,"Ideal","H","VS1",0.6,0.6,"HRD",4.77,4.73,2.91,1010
0.33,"Ideal","J","VS2",56,62.6,"GIA",4.43,4.44,2.78,740
0.5,"V.Good","D","VS2",58,63,"GIA",5.02,5.01,3.16,1878
0.35,"Ideal","F","SI1",59,59.5,"GIA",4.61,4.59,2.74,586
0.9,"Ideal","H","SI1",61,60.4,"GIA",6.23,6.27,3.78,4319
0.5,"V.Good","G","SI2",60,60.9,"GIA",5.05,5.07,3.08,1250
1.37,"Ideal","J","SI1",58,60.8,"GIA",7.12,7.17,4.35,7172
0.9,"V.Good","H","VS1",56,64.5,"GIA",6.01,6.05,3.89,4299
1.5,"Ideal","G","SI1",55,63.2,"GIA",7.23,7.3,4.59,9688
2.05,"Ideal","E","SI2",60.2,60.2,"GIA",8.21,8.16,4.93,18470
0.5,"Ideal","D","VS1",59,61.7,"GIA",5.11,5.07,3.14,2021
0.37,"V.Good","E","VS1",56,63.3,"GIA",4.54,4.56,2.88,713
1.51,"Ideal","D","SI2",58,62.3,"GIA",7.31,7.34,4.57,10759
0.3,"Ideal","E","SI1",56,62.9,"GIA",4.28,4.31,2.7,780
1.71,"V.Good","G","VS2",58,63.6,"EGL Intl.",7.44,7.49,4.75,8371
0.39,"Good","G","SI2",59,64.7,"GIA",4.52,4.66,2.97,643
0.55,"Ideal","G","VS2",60,59.9,"GIA",5.32,5.35,3.2,1607
0.5,"Ideal","F","VVS2",61,60.8,"HRD",5.09,5.11,3.1,1725
0.3,"V.Good","E","VVS2",59,62.6,"GIA",4.28,4.24,2.67,830
1.01,"V.Good","F","SI2",57,63.4,"GIA",6.35,6.3,4.01,4768
0.3,"V.Good","H","SI1",60,60.6,"GIA",4.36,4.33,2.63,700
0.31,"Good","F","I1",56,64.2,"GIA",4.28,4.26,2.74,470
0.41,"Ideal","I","SI2",55,62.6,"GIA",4.74,4.76,2.98,617
0.8,"Ideal","I","VVS2",57,62.1,"GIA",5.92,5.97,3.69,3056
0.3,"Good","F","VS2",54,65.9,"GIA",4.14,4.16,2.73,466
0.35,"Ideal","E","VVS2",57,62.3,"GIA",4.5,4.48,2.79,1050
0.43,"Ideal","G","VS2",56,62.6,"GIA",4.83,4.81,3.02,1260
0.8,"V.Good","F","VVS2",56,64.3,"GIA",5.81,5.77,3.72,3842
0.33,"Ideal","J","VVS1",56,62.3,"GIA",4.41,4.44,2.76,810
0.31,"V.Good","E","SI2",58,63.5,"GIA",4.25,4.28,2.71,475
0.72,"Ideal","D","SI1",56,61.9,"GIA",5.76,5.78,3.57,3360
1.12,"V.Good","H","VVS2",64,60.5,"GIA",6.67,6.74,4.05,6390
0.35,"Ideal","G","I1",58,62,"GIA",4.52,4.51,2.8,580
1.01,"Ideal","F","SI1",60,61.7,"GIA",6.4,6.45,3.97,6802
1.61,"V.Good","H","VVS2",56,62.8,"GIA",7.41,7.52,4.69,15015
0.4,"Ideal","G","VS1",55,62.9,"GIA",4.7,4.72,2.97,894
3.01,"V.Good","H","VS1",58,59.1,"GIA",9.4,9.45,5.57,53639
0.41,"V.Good","G","SI1",58,63,"GIA",4.74,4.7,2.97,724
0.4,"V.Good","J","SI1",55,62.3,"GIA",4.72,4.76,2.95,800
1.05,"Ideal","F","VS1",57,62.6,"GIA",6.5,6.45,4.05,8230
2.01,"Ideal","J","SI1",59,61.8,"GIA",8.03,8.06,4.98,15141
0.51,"Ideal","J","VS1",56,62,"GIA",5.11,5.14,3.18,1061
1.3,"Ideal","K","VS1",57,62.6,"IGI",6.93,6.99,4.36,7233
1.04,"Ideal","F","VVS1",58,62.3,"GIA",6.47,6.44,4.02,7610
0.4,"Ideal","F","SI2",60,61.3,"GIA",4.73,4.74,2.9,664
0.3,"Good","I","VS1",59,66.3,"GIA",4.08,4.12,2.72,660
0.3,"Good","I","SI2",55,64.4,"GIA",4.22,4.2,2.71,630
1.33,"Ideal","I","SI1",59,60.7,"GIA",7.09,7.11,4.31,6870
0.55,"Ideal","F","VS1",56,62.8,"EGL Other",5.23,5.21,3.28,1324
0.45,"Good","F","SI2",57,65,"GIA",4.76,4.77,3.1,1000
0.31,"V.Good","I","VS2",57,64,"GIA",4.22,4.23,2.71,730
0.3,"Ideal","E","SI1",57,61.4,"GIA",4.31,4.28,2.64,690
0.3,"V.Good","D","VVS1",59,62.5,"GIA",4.27,4.25,2.66,742
1.3,"Ideal","G","SI2",56,62.9,"GIA",6.93,6.97,4.37,7020
0.3,"Ideal","E","SI1",61,60.5,"GIA",4.33,4.31,2.61,800
0.9,"Good","J","SI2",56,65.8,"GIA",5.91,5.99,3.92,2518
0.91,"Ideal","G","VS2",57,62.7,"GIA",6.16,6.2,3.88,4615
0.52,"Ideal","H","VVS2",56,62.3,"EGL Intl.",5.17,5.14,3.21,1240
1.04,"Ideal","J","SI1",56,62.1,"GIA",6.5,6.47,4.02,5216
1.04,"Ideal","F","SI2",61,61.1,"GIA",6.5,6.54,3.99,5063
1.8,"Ideal","F","VS1",58,62.6,"GIA",7.74,7.77,4.86,24930
0.4,"Ideal","L","VS2",60,59.3,"GIA",4.78,4.82,2.85,720
0.31,"Ideal","I","SI1",0.6,0.6,"IGI",4.37,4.39,2.69,391
0.44,"Ideal","G","SI2",55,62.9,"GIA",4.83,4.84,3.04,730
2.02,"Ideal","F","VVS2",55,61.6,"GIA",8.15,8.18,5.03,45979
1.2,"Ideal","F","IF",57,62,"GIA",6.8,6.84,4.23,12470
1.01,"Ideal","E","SI2",57,62.8,"GIA",6.37,6.41,4.01,5174
0.8,"Ideal","G","VS2",59,62.5,"GIA",5.92,5.87,3.68,3630
0.35,"Ideal","D","VS2",58,62.5,"GIA",4.45,4.49,2.8,721
0.25,"Ideal","D","VVS1",59,60.7,"GIA",4.12,4.09,2.49,850
0.37,"Ideal","E","VS1",60.9,60.9,"GIA",4.64,4.62,2.82,980
0.3,"Ideal","D","SI2",57,60.6,"GIA",4.35,4.38,2.64,473
0.9,"Ideal","H","SI1",54,62.9,"GIA",6.13,6.17,3.87,3588
1.5,"Ideal","F","VS2",58,62,"GIA",7.33,7.31,4.54,14950
3.15,"Ideal","I","VVS2",59,60.4,"GIA",9.51,9.53,5.75,54164
1.32,"Ideal","E","VS1",58,61.6,"GIA",7.06,7.04,4.34,12233
2.02,"Ideal","I","SI2",58,62.9,"GIA",8.01,8.06,5.06,12195
1.08,"Ideal","I","SI1",58,62.2,"GIA",6.53,6.57,4.08,4991
1.43,"Ideal","I","VS1",57,62.7,"GIA",7.15,7.19,4.49,9568
0.6,"Ideal","F","VS1",57,63.2,"GIA",5.37,5.33,3.38,2323
0.4,"Ideal","D","SI1",59,60.9,"GIA",4.73,4.75,2.89,719
1.15,"Ideal","G","VVS1",56,62.7,"GIA",6.65,6.66,4.18,8885
3.2,"Ideal","H","IF",57,62.8,"GIA",9.33,9.39,5.88,77735
0.4,"Ideal","F","VS1",60,61.5,"GIA",4.72,4.77,2.92,1064
0.3,"V.Good","D","VS1",59,61.5,"GIA",4.3,4.28,2.64,820
1.5,"Ideal","I","VS2",57,62.6,"GIA",7.25,7.29,4.55,9950
0.41,"Ideal","E","SI2",61,58.5,"IGI",4.85,4.87,2.84,701
1.01,"Good","E","SI1",58,65.9,"GIA",6.1,6.17,4.05,4687
0.4,"Ideal","G","VS1",57,62.6,"GIA",4.68,4.72,2.94,901
0.62,"Ideal","E","SI2",59,62.2,"GIA",5.47,5.43,3.39,2000
0.65,"V.Good","G","VVS2",61,62.5,"GIA",5.51,5.5,3.44,2323
1.5,"V.Good","J","VVS1",57,64,"GIA",7.15,7.1,4.56,8020
0.3,"V.Good","E","SI1",59,62,"GIA",4.29,4.26,2.65,710
0.35,"V.Good","H","SI2",55,63.1,"GIA",4.47,4.52,2.84,710
0.6,"Ideal","G","SI2",56,62.7,"GIA",5.4,5.38,3.38,1610
1.2,"Ideal","G","VS1",60,59.9,"GIA",6.93,6.97,4.16,10410
1.01,"V.Good","I","SI1",60,64.1,"EGL USA",6.3,6.3,4.04,4010
1.2,"Ideal","G","SI2",55,63.1,"GIA",6.76,6.72,4.26,6214
0.9,"V.Good","G","SI2",59,61.7,"GIA",6.13,6.18,3.89,3496
0.8,"V.Good","H","VS1",57,62.4,"GIA",5.9,5.94,3.7,3253
0.3,"V.Good","G","VVS2",55,62.1,"GIA",4.31,4.29,2.67,800
