Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
LYV UN Equity,Live Nation Entertainment Inc,US,Consumer Discretionary,26.11,23.77,0,11.948,1755.681,6047.731,146.405,16.398,2.0698,27.8063,6908.209,-52.8,26.985,5239.2064,511.061,104.502,716.856
PFG UN Equity,Principal Financial Group Inc,US,Financials,51.94,46.93,-386.4,1063.5,10425.1,216422.8,3020.9,2866.7,15.8638,#N/A N/A,10242.2,#N/A N/A,22.186,15253.0667,#N/A N/A,137.2,1384.7
ATI UN Equity,Allegheny Technologies Inc,US,Materials,34.77,28.53,-59,148.7,2991.7,6503.2,102.8,-272.1,-1.6597,6.5506,4091.2,-37.6,39.745,3779.6016,110.1,#N/A N/A,1262.4
SRCL UW Equity,Stericycle Inc,US,Industrials,131.08,131.29,0,322.094,1880.187,4445.634,415.564,330.522,22.5902,45.8219,2446.553,-36.371,11.999,11131.8864,655.577,63.321,1634.943
ARW UN Equity,Arrow Electronics Inc,US,Information Technology,57.89,55.04,0,516.699,4251.028,11311.526,431.294,312.716,3.6544,13.1749,22525.155,-402.983,27.511,5610.0031,1017.077,#N/A N/A,1970.277
ETFC UW Equity,E*TRADE Financial Corp,US,Financials,24.255,23.05,0,309.863,5274,45819,596.583,519.257,23.9883,#N/A N/A,2018.121,#N/A N/A,28.279,7013.6048,1145.378,332.577,5173
NOV UN Equity,National Oilwell Varco Inc,US,Energy,65.53,54.43,-618,2565,21619,34270,3395,2753,17.1588,27.0052,21033,-259,28.824,28215.4986,4379,106,-945
DGX UN Equity,Quest Diagnostics Inc,US,Health Care,67.06,71.07,-182.999,508,4210,9801,845.352,254.486,13.6289,38.3689,7308,-254.559,20.854,9692.4662,1303.017,164.278,3694
ROK UN Equity,Rockwell Automation Inc,US,Industrials,111.2,108.92,-320.5,825.7,2658.1,6224.3,1033.3,892.3,17.8727,41.5777,6623.5,-53.7,26.974,15083.268,1336.3,59.3,-594.4
AMT UN Equity,American Tower Corp,US,Financials,98.85,96.95,-486.889,732.43,4185.314,20596.615,2024.21,1024.574,35.8853,#N/A N/A,3995.703,#N/A N/A,15.431,39190.3567,2418.938,572.133,13638.683
AMZN UW Equity,Amazon.com Inc,US,Consumer Discretionary,310.35,354.53,0,-216,10336,40419,5704,1076,0.1138,28.5758,85247,-1173,28.326,143694.0484,4426,175,-2920
RL UN Equity,Ralph Lauren Corp,US,Consumer Discretionary,185.16,166.89,-155,753,4029,6398,962,610,14.3592,57.9773,7584,-74,17.731,16239.4539,1362,17,-414
BXP UN Equity,Boston Properties Inc,US,Financials,128.69,138.8,-839.992,347.004,7153.72,18875.16,638.588,24.347,33.3956,#N/A N/A,2359.49,#N/A N/A,16.48,19702.4123,1409.517,458.973,9629.086
APH UN Equity,Amphenol Corp,US,Information Technology,53.81,53.71,-165.223,683.501,2997.66,6851.769,818.761,603.396,19.3065,31.4941,5164.723,#N/A N/A,23.694,16652.3361,1150.054,76.668,1379.364
TK UN Equity,Teekay Corp,US,Energy,50.89,42.33,-90.58,-111.966,3236.262,12095.056,488.72,-444.294,14.425,25.9234,1942.477,#N/A N/A,47.955,3676.2554,658.951,199.577,6554.108
PXD UN Equity,Pioneer Natural Resources Co,US,Energy,148.85,150.53,-11,-874,7153,13272,2339,-873,-6.1358,41.6798,4312.4,-111,43.703,22163.4507,688.4,183,2112
VLO UN Equity,Valero Energy Corp,US,Energy,49.5,52.88,-531,3763,21062,48455,5773,3889,4.1248,5.8648,137414,#N/A N/A,28.098,25801.6303,7370,398,2192
LLL UN Equity,L-3 Communications Holdings Inc,US,Industrials,126.21,123.12,-206,646,5979,14041,1251,1074,8.9547,8.9547,12150,218,24.812,10744.6604,1309,175,3430
WU UN Equity,Western Union Co/The,US,Information Technology,17.91,17,-268.5,804.3,1179.7,9846.6,1053,982.6,19.6256,41.0735,5619.2,0,20.138,9360.2509,1370.1,184.1,2046.8
COO UN Equity,Cooper Cos Inc/The,US,Health Care,162.09,157.65,-2.905,296.466,2676.277,3367.374,453.108,203.107,19.8091,64.7482,1661.631,#N/A N/A,20.003,7806.0089,456.564,6.613,174.155
CHRW UW Equity,CH Robinson Worldwide Inc,US,Industrials,74.89,71.22,-210.717,429.716,1018.717,2941.784,470.17,438.386,5.3959,7.8607,13265.747,-96.818,19.84,10955.2976,774.075,#N/A N/A,772.249
HAIN UW Equity,Hain Celestial Group Inc/The,US,Consumer Staples,58.29,52.77,0,131.051,1606.875,3004.829,133.774,91.25,9.3956,24.8729,2307.384,-36.625,20.459,5882.6632,268.959,#N/A N/A,794.784
ACN UN Equity,Accenture PLC,US,Information Technology,89.31,84.03,-1254.916,2941.498,6285.337,17930.452,3486.085,3164.215,13.4919,30.3829,31874.678,#N/A N/A,17.337,59453.3696,4921.255,17.621,-4897.174
MAA UN Equity,Mid-America Apartment Communities Inc,US,Financials,74.68,79.32,-216.181,104.183,3080.96,6783.014,386.943,-10.635,18.0618,#N/A N/A,977.973,#N/A N/A,16.019,5619.9874,500.53,123.469,3342.248
MAN UN Equity,ManpowerGroup Inc,US,Industrials,68.17,72.88,-75.5,411.6,3039.9,7380.7,389.9,346,3.3196,16.7801,20893.8,-309.2,25.684,5394.9545,781.3,35.7,-176.8
YUM UN Equity,Yum! Brands Inc,US,Consumer Discretionary,72.85,72.28,-1105,1458,2604,9177,3751,2047,16.1281,26.5805,13461,-37,20.94,31871.3503,3393,#N/A N/A,2376
OII UN Equity,Oceaneering International Inc,US,Energy,58.81,52.36,-105.562,419.291,2018.873,3391.455,549.433,133.993,16.8572,23.3081,3635.495,-173.668,31.027,6175.6983,833.128,1.513,175.408
PLD UN Equity,Prologis Inc,US,Financials,43.03,45.14,-664.574,272.683,14136.749,24072.103,603.528,-686.528,18.1104,#N/A N/A,1746.686,#N/A N/A,16.512,21514.5273,978.555,322.625,8511.073
FE UN Equity,FirstEnergy Corp,US,Utilities,38.99,40.33,-1372,747,12704,51224,4399,-1108,11.7508,53.6219,15199,-24,19.494,16406.7,4845,917,21429
VIA UW Equity,Viacom Inc,US,Consumer Discretionary,75.5,64.84,-541,2391,3963,23047,2597,2474,29.6162,52.5357,13783,-106,22.337,30900.3545,4299,#N/A N/A,11699
TSCO UW Equity,Tractor Supply Co,US,Consumer Discretionary,78.82,81.17,-80.482,354.704,1230.207,2188.698,402.635,215.801,10.0829,34.1094,5542.55,0,32.328,10714.702,670.339,#N/A N/A,105.663
VRSN UW Equity,VeriSign Inc,US,Information Technology,57,54.48,0,581.937,-748.754,2207.422,581.869,536.418,55.2474,81.2445,999.83,-1.525,19.13,6902.1359,615.544,85.645,-97.65
PWR UN Equity,Quanta Services Inc,US,Industrials,28.39,26.48,0,396.835,4488.631,6229.289,222.117,-51.755,6.5037,15.5469,7564.364,-346.182,34.237,6154.5341,670.216,4.619,-59.287
GLPI UW Equity,Gaming and Leisure Properties Inc,US,Financials,29.34,32.63,-388.678,137.347,-77.899,2595.437,288.431,7.805,44.4048,83.7044,579.796,#N/A N/A,17.763,3299.1891,354.951,106.714,2514.666
ATML UW Equity,Atmel Corp,US,Information Technology,8.395,8.33,0,43.164,903.787,1398.525,191.021,146.104,6.4466,44.277,1420.6,-15.97,36.129,3503.7235,153.326,2.131,-219.887
AEE UN Equity,Ameren Corp,US,Utilities,46.13,45.28,-388,575,6916,21876,1577,-224,21.6486,68.5928,6005,44,20.296,11192.7431,2087,375,6684
BRCM UW Equity,Broadcom Corp,US,Information Technology,43.33,42.435,-275,430,8623,12215,1683,1413,5.7612,50.7486,8349,-86,22.542,25651.36,898,#N/A N/A,-3827
ATR UN Equity,AptarGroup Inc,US,Materials,66.84,63.11,-69.402,186.959,1410.878,2499.239,292.293,122.521,11.6759,32.3549,2635.919,-47.495,18.224,4326.4045,459.586,20.609,254.719
NVDA UW Equity,NVIDIA Corp,US,Information Technology,20.05,19.205,-188.564,584.376,4204.593,6885.869,863.639,705.929,15.1857,55.0601,4575.211,-117.683,25.685,10897.9154,915.785,42.474,-2848.561
LGF UN Equity,Lions Gate Entertainment Corp,US,Consumer Discretionary,32.02,28.73,-20.846,201.957,554.162,3053.59,-65.996,-75.895,10.8706,47.4894,2564.056,-105.189,31.918,4477.726,285.007,46.805,1424.596
LVLT UN Equity,Level 3 Communications Inc,US,Telecommunication Services,49.38,49.74,0,262,1648,13983,1151,354,15.4834,62.0727,6465,39,27.992,16589.7662,1763,607,8629
CPRT UW Equity,Copart Inc,US,Industrials,36.49,36.6,0,189.88,1037.431,1536.586,278.245,194.649,24.9044,41.8739,1173.992,-17.168,19.027,4609.9733,345.565,8.392,81.555
RMD UN Equity,ResMed Inc,US,Health Care,56.06,62.47,-145.239,347.603,1653.211,2309.453,387.379,310.728,25.5357,63.3271,1577.709,-54.572,21.691,7817.264,477.045,#N/A N/A,-505.993
SEE UN Equity,Sealed Air Corp,US,Materials,42.43,40.5,-109.5,220.8,1327.3,8354.5,-111.8,-240.6,8.7915,34.4562,7789.3,7.7,23.731,8959.4173,959.6,313.7,4195.3
LAZ UN Equity,Lazard Ltd,US,Financials,50.03,45.8,-170.281,307.936,637.66,3042.89,774.252,753.471,16.7593,#N/A N/A,2345.117,#N/A N/A,25.448,6527.7196,507.865,65.92,227.766
CTSH UW Equity,Cognizant Technology Solutions Corp,US,Information Technology,52.66,54.13,0,1400.742,7381.71,9227.043,1654.687,1409.86,18.7659,40.1283,9875.939,-152.622,24.39,32065.6074,2046.419,0,-4618.479
ALB UN Equity,Albemarle Corp,US,Materials,60.13,48.26,-99.986,307.757,1587.271,3393.466,545.88,448.88,20.9822,34.653,2486.617,#N/A N/A,27.663,4705.3955,627.983,35.479,399.255
MTD UN Equity,Mettler-Toledo International Inc,US,Health Care,302.46,303.95,0,327.231,848.94,2107.455,386.751,299.994,18.4615,54.1784,2472.805,-19.523,21.081,8634.4499,519.236,23.824,358.721
ISRG UW Equity,Intuitive Surgical Inc,US,Health Care,528.94,494.48,0,438.2,3084.2,3651.5,700,630.7,26.9732,67.4401,2103.2,21.6,22.168,19175.1041,639.5,#N/A N/A,-1014.3
BMRN UW Equity,BioMarin Pharmaceutical Inc,US,Health Care,90.4,97.16,0,-126.029,1508.442,2440.433,-57.811,-176.79,-12.9649,83.7173,666.761,3.441,37.778,13330.8853,-37.156,35.038,-9.489
CNX UN Equity,CONSOL Energy Inc,US,Energy,33.81,28.95,-71.74,827.606,5254.599,11718.935,919.948,-737.381,10.8975,33.6196,3533.428,60.584,29.504,7782.3701,923.021,225.543,3065.984
SPWR UW Equity,SunPower Corp,US,Information Technology,25.83,24.12,0,133.517,1447.36,4408.538,-81.113,-135.215,5.5523,19.8434,2501.161,-53.299,45.129,3392.2697,239.064,#N/A N/A,185.139
AET UN Equity,Aetna Inc,US,Health Care,88.83,91.82,-315.1,2177.7,14982.4,53025.6,3702.8,3294.2,7.5884,25.8789,56414.7,46.8,22.662,31241.5121,4911.3,333.8,3744.3
IHS UN Equity,IHS Inc,US,Industrials,113.88,115.13,0,175.241,2111.17,5352.792,694.236,585.599,12.5444,60.3975,2208.152,25.145,20.373,7763.4765,477.296,58.376,1638.463
RSG UN Equity,Republic Services Inc,US,Industrials,40.25,39.68,-372.7,733.9,7931.3,19987,1512.6,637.4,16.859,38.1961,8715.8,-68.6,13.649,14310.4424,2452.2,351.1,6917.5
EBAY UW Equity,eBay Inc,US,Information Technology,23.6197,22.3065,0,-127,19810,44476,5749,5046,22.2665,70.7943,15045,#N/A N/A,25.36,69721.6534,4496,#N/A N/A,-2795
GS UN Equity,Goldman Sachs Group Inc/The,US,Financials,193.83,172.41,-1391,8293,82668,868933,-10311,-11027,30.5294,#N/A N/A,41596,#N/A N/A,18.56,87260.9271,20132,5974,81112
SRE UN Equity,Sempra Energy,US,Utilities,111.36,111.92,-605,1146,12157,38982,2115,-997,16.838,57.2728,10993,#N/A N/A,18.475,27418.8639,3002,564,13235
MCO UN Equity,Moody's Corp,US,Financials,95.81,91.33,-231.8,959.1,617.9,4993.7,983.1,915,43.458,#N/A N/A,3236,-105.7,19.738,19985.9666,1498.2,117.8,430.9
EXP UN Equity,Eagle Materials Inc,US,Materials,76.03,71.22,-20.008,142.268,922.391,1554.387,209.029,141.083,18.9129,21.7411,969.765,-12.553,42.068,3821.4927,253.672,16.49,301.196
PCLN UW Equity,Priceline Group Inc/The,US,Consumer Discretionary,1140.21,1009.48,0,2347.999,8733.887,15184.38,2713.59,2595.378,36.7835,88.9441,8143.027,-180.968,28.69,59696.8608,3168.675,79.996,-2312.053
FFIV UW Equity,F5 Networks Inc,US,Information Technology,130.465,111.62,0,311.183,1369.31,2184.95,548.992,526.274,28.4956,82.1045,1732.046,-40.895,27.509,9626.1385,539.678,#N/A N/A,-1128.296
AKAM UW Equity,Akamai Technologies Inc,US,Information Technology,62.96,58.155,0,317.19,2848.38,3854.291,634.261,404.922,25.1773,68.7859,1863.559,-66.076,26.87,11206.4996,698.812,#N/A N/A,-961.661
QEP UN Equity,QEP Resources Inc,US,Energy,20.22,20.22,-14.3,66.5,4000.3,10276.2,1432.5,-1261.4,3.6851,19.6412,3199.4,#N/A N/A,56.846,3642.6144,1132.6,168.8,3115.5
RAI UN Equity,Reynolds American Inc,US,Consumer Staples,32.135,33.975,-1396,1614,4993,15332,1762,1528,34.5511,53.3906,8376,0,15.994,34145.5911,2996,263,4198
SLM UW Equity,SLM Corp,US,Financials,10.19,9.11,-128.078,431.424,1818.428,11714.952,-362.86,-362.86,31.1171,#N/A N/A,2054.613,#N/A N/A,17.711,4312.0477,1293.357,612.842,-1570.378
DVN UN Equity,Devon Energy Corp,US,Energy,61.21,60.27,-376,2203,26768,50839,6455,-6301,29.6658,28.7129,16160,#N/A N/A,41.289,25041.0114,7914,477,8651
GOOGL UW Equity,Alphabet Inc,US,Information Technology,530.66,537.55,0,12918,98815,125781,21250,11587,25.9822,60.6588,63605,-1343,19.66,358420.4629,21274,98,-59388
ESS UN Equity,Essex Property Trust Inc,US,Financials,206.6,226.05,-223.922,108.559,6114.885,11666.562,438.061,-361.686,21.576,#N/A N/A,849.107,#N/A N/A,15.356,13210.4411,490.21,146.883,5246.701
RHT UN Equity,Red Hat Inc,US,Information Technology,69.14,63.79,0,181.662,1514.656,3067.304,552.259,498.294,14.1176,84.8445,1666.586,-49.635,29.447,12986.0346,311.779,#N/A N/A,-1316.943
PRE UN Equity,PartnerRe Ltd,US,Financials,114.13,114.4,-192.213,993.134,7066.256,23207.343,826.769,826.769,19.9543,#N/A N/A,6452.391,#N/A N/A,13.194,5589.2392,#N/A N/A,48.955,-698.298
NFLX UW Equity,Netflix Inc,US,Consumer Discretionary,48.801,63.114,0,231.849,1724.874,6778.329,96.389,19.045,8.0823,31.6618,5195.158,0,45.896,20580.7658,472.451,44.304,-766.819
A UN Equity,Agilent Technologies Inc,US,Health Care,40.94,37.77,-176,504,5304,10815,711,506,10.3508,48.8142,4048,-119,22.813,13728.0748,803,110,-555
ANTM UN Equity,Anthem Inc,US,Health Care,125.67,134.96,-473.6,2211.2,24294,62058.2,3337,2727.2,6.3532,22.2742,72791.5,-1071,23.121,33923.5327,5505.2,592.9,-6606.6
CME UW Equity,CME Group Inc/IL,US,Financials,88.65,85.3,-1488.7,1013.7,21537.1,63970.3,1170.8,1035.7,54.7627,#N/A N/A,2958.4,-32.4,18.132,29860.9924,1856.8,129.3,947
JNPR UN Equity,Juniper Networks Inc,US,Information Technology,22.32,22.73,-43.8,587.1,6190.4,9569,872.5,684.5,9.9498,62.2346,4799.1,-62.1,32.749,9654.9353,674.1,65.1,-1972.1
BLK UN Equity,BlackRock Inc,US,Financials,357.56,340.51,-1302,3322,27235,222812,2982,2908,40.4009,#N/A N/A,11074,#N/A N/A,20.558,59837.3314,4991,226,2677
O UN Equity,Realty Income Corp,US,Financials,47.71,54.31,-467.413,210.394,5590.386,10939.84,613.32,-613.313,48.7735,#N/A N/A,902.094,#N/A N/A,15.81,10624.3587,797.966,208.021,4745.303
DTE UN Equity,DTE Energy Co,US,Utilities,86.37,89.66,-464,730,8186,26376,1737,-287,10.9646,51.7353,11756,-58,17.695,15286.7362,2473,432,8715
NDAQ UW Equity,Nasdaq Inc,US,Financials,47.96,45.6,-95,468,6118,12692,644,516,23.9067,60.3207,3430,-12,17.585,8041.2328,958,119,1890
PM UN Equity,Philip Morris International Inc,US,Consumer Staples,81.45,80.24,-5989,7868,-8677,35401,8705,7522,40.7062,65.7235,30359,-419,14.629,126550.0939,13241,#N/A N/A,26800
TWC UN Equity,Time Warner Cable Inc,US,Consumer Discretionary,152.06,136.13,-827,2017,7909,48636,6139,2133,20.262,70.9987,22599,-20,24.31,42651.9947,7889,1443,23250
CRM UN Equity,salesforce.com Inc,US,Information Technology,59.31,56.45,0,-313.546,3792.496,9412.663,1112.729,837.78,-4.2285,76.2155,5074.22,-190.486,30.561,37424.61,417.134,79.098,-282.839
NRE UN Equity,NorthStar Realty Europe Corp,US,Financials,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,#N/A N/A,#N/A,#N/A,#N/A
MET UN Equity,MetLife Inc,US,Financials,54.09,46.5,-1534,5574,71401,908627,17097,17097,12.7149,#N/A N/A,72655,#N/A N/A,22.154,61448.5114,#N/A N/A,1242,15095
SLGN UW Equity,Silgan Holdings Inc,US,Materials,53.6,51.41,-38.036,182.055,781.299,3630.176,297.12,179.644,9.234,15.4491,3866.426,-13.36,16.256,3387.7002,511.793,76.52,1821.141
MON UN Equity,Monsanto Co,US,Materials,119.47,117.98,-904,2740,7914,21918,3054,2049,25.7017,54.0776,15855,-172,14.923,57832.2412,4766,248,5291
COH UN Equity,Coach Inc,US,Consumer Discretionary,37.56,37.19,-374.1,682.553,2440.1,3671,960.21,746.123,20.839,67.8656,4694.266,-37.212,24.376,10351.1717,1165.936,#N/A N/A,-737.5
FLR UN Equity,Fluor Corp,US,Industrials,60.63,53.59,-119.234,463.166,3709.678,8048.705,493.712,163.723,5.2739,6.1421,22367.881,#N/A N/A,30.056,9471.6538,1368.402,27.37,-1874.771
MFA UN Equity,MFA Financial Inc,US,Financials,7.99,7.84,-301.439,297.353,3253.744,12242.777,248.459,247.975,91.6702,#N/A N/A,471.825,#N/A N/A,14.604,2948.9423,436.157,164.275,8400.478
NATI UW Equity,National Instruments Corp,US,Information Technology,31.09,30.08,-74.643,114.676,1087.288,1420.893,215.473,162.944,10.7047,74.424,1211.892,-5.015,24.363,3966.652,197.817,#N/A N/A,-447.754
DNB UN Equity,Dun & Bradstreet Corp/The,US,Industrials,120.96,115.11,-63.4,278,-1083.4,1789.2,310.7,299.7,24.3895,65.6692,1617.5,-14,18.384,4343.6528,452.2,42.8,1323.4
HPT UN Equity,Hospitality Properties Trust,US,Financials,30.7641,32.342,-285.698,152.75,3001.979,5990.583,452.425,-24.309,18.7014,#N/A N/A,1691.389,#N/A N/A,18.247,4646.8568,630.409,142.379,2816.066
EW UN Equity,Edwards Lifesciences Corp,US,Health Care,63.69,62.675,0,777,2043.4,3350,1040.4,971.9,52.5102,72.8234,2240.9,-11.4,27.529,13626.3752,1244.1,18.4,-918.7
AMP UN Equity,Ameriprise Financial Inc,US,Financials,132.25,124.94,-420,1490,9340,147193,2239,2113,20.3077,#N/A N/A,12153,#N/A N/A,22.224,24404.3648,3812,1087,6498
XEL UN Equity,Xcel Energy Inc,US,Utilities,35.92,37.53,-549.48,975.022,10154.66,35363.441,2585.469,-677.725,16.3859,51.9404,11488.329,-15.616,17.741,18164.238,3027.308,525.549,12318.358
COL UN Equity,Rockwell Collins Inc,US,Industrials,84.48,85.62,-162,604,1889,7063,660,497,19.1203,30.9701,4979,65,15.018,11231.2432,1174,59,1844
FTI UN Equity,FMC Technologies Inc,US,Energy,46.84,37.48,0,709.1,2673.6,7034.4,853.5,499.4,14.0499,24.0356,7834.2,-448.9,35.713,10953.3678,1330.9,#N/A N/A,835.5
ZBH UN Equity,Zimmer Biomet Holdings Inc,US,Health Care,113.42,112.1,-142,807,6541.4,9670.9,998.8,690.6,24.0839,72.8486,4691.1,-83.6,20.527,19208.1121,1503.1,63.6,-70.7
WAB UN Equity,Wabtec Corp/DE,US,Industrials,86.89,83.45,-17.315,333.035,1789.609,3228.387,380.821,330.968,17.2582,30.3542,2905.07,-71.883,23.653,8363.5815,560.399,#N/A N/A,309.501
CBG UN Equity,CBRE Group Inc,US,Financials,34.25,32.34,0,394.872,2182.838,7529.954,578.946,411.125,7.9189,39.0117,8496.575,-245.375,20.668,11400.6939,921.489,111.698,2184.437
MA UN Equity,MasterCard Inc,US,Information Technology,86.16,82.03,-461,3439,6548,14659,3881,3694,54.5891,#N/A N/A,9174,-71,25.278,99647.0602,5316,39,-4825
GME UN Equity,GameStop Corp,US,Consumer Discretionary,33.8,35.25,-145.1,369.5,2008.6,4641.6,393.3,237.2,6.2165,29.4885,9503.7,-18.8,42.463,3667.8214,752.3,7.4,-20
MD UN Equity,MEDNAX Inc,US,Health Care,66.11,67.89,0,307.857,2505.112,3478.217,383.083,368.708,21.0474,#N/A N/A,2355.775,-62.579,20.509,6638.4967,538.408,6.624,358.339
KMX UN Equity,CarMax Inc,US,Consumer Discretionary,66.58,62.1,0,529.832,3357.987,12399.913,-786.173,-1095.82,6.6577,12.9492,13367.08,-23.31,36.365,14340.9963,998.46,30.147,7887.307
ICE UN Equity,Intercontinental Exchange Inc,US,Financials,219.29,205.73,-300,517,12787,67286,1146.166,983.452,42.8218,#N/A N/A,2828,-108.359,19.357,24715.565,1511.375,99,2257
FIS UN Equity,Fidelity National Information Services I,US,Information Technology,62.2,62.43,-270.3,555.7,6591.5,14172.1,1071.5,920.4,18.1042,32.2309,6298,-53.5,16.523,17649.3202,1781.4,#N/A N/A,4361.3
CMG UN Equity,Chipotle Mexican Grill Inc,US,Consumer Discretionary,684.51,709.84,0,403.762,1893.764,2437.053,689.821,466.16,16.7937,27.0216,3882.605,-4.188,21.546,21228.4779,757.659,#N/A N/A,-789.609
POM UN Equity,Pepco Holdings LLC,US,Utilities,26.93,27.45,-273,265,4473,15298,979,-234,13.2962,52.5871,4851,27,8.802,6783.8583,1176,268,5469
WYNN UW Equity,Wynn Resorts Ltd,US,Consumer Discretionary,148.76,147.95,-1093.661,836.092,293.415,9181.699,1369.436,480.395,24.4032,38.9636,5815.583,5.668,30.492,15076.7963,1745.216,312.401,4481.438
SHLD UW Equity,Sears Holdings Corp,US,Consumer Discretionary,30.0522,29.0134,-233,-1867,919,16438,-1141,-1480,-4.3675,22.968,34757,#N/A N/A,85.529,3512.6241,-857,277,3475
LVNTA UW Equity,Liberty Ventures,US,Consumer Discretionary,37.72,37.35,#N/A N/A,#N/A N/A,-401,3583,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35.186,5331.7364,#N/A N/A,#N/A N/A,536
AIZ UN Equity,Assurant Inc,US,Financials,68.43,63.51,-76.733,529.968,5342.563,30673.129,818.187,740.501,8.8322,#N/A N/A,10159.579,#N/A N/A,15.894,4807.5521,#N/A N/A,64.983,-240.261
NRG UN Equity,NRG Energy Inc,US,Utilities,26.95,24.66,-181,-306,11967,40069,1561,403,4.0771,25.5476,14471,#N/A N/A,31.783,9112.0279,2119,1027,18820
THG UN Equity,Hanover Insurance Group Inc/The,US,Financials,71.32,69,-65.1,262.2,2771.9,13960.2,610.1,595.7,8.1572,#N/A N/A,5011.5,#N/A N/A,15.943,3140.1844,#N/A N/A,65.5,393.8
GNW UN Equity,Genworth Financial Inc,US,Financials,8.5,6.98,0,-276,17121,110514,1446,1446,4.5295,#N/A N/A,9118,#N/A N/A,89.363,4221.6093,#N/A N/A,464,3420
RF UN Equity,Regions Financial Corp,US,Financials,10.56,8.7,-265,1114,17160,119226,2171,1943,32.3613,#N/A N/A,5567,#N/A N/A,20.491,14535.577,#N/A N/A,320,923
DOX UW Equity,Amdocs Ltd,US,Information Technology,46.655,48.18,-90.939,422.122,3395.836,5185.277,709.258,597.689,13.9085,35.2658,3563.637,5.54,14.335,7579.2961,658.42,#N/A N/A,-1214.465
GOOG UW Equity,Alphabet Inc,US,Information Technology,524.958,533.056,0,12918,98815,125781,21250,11587,25.9822,60.6588,63605,-1343,19.363,358420.4629,21274,98,-59388
TDC UN Equity,Teradata Corp,US,Information Technology,43.68,44.56,0,361,1842,3018,646,593,19.0511,54.1971,2740,27,25.948,6683.04,688,#N/A N/A,-593
MOS UN Equity,Mosaic Co/The,US,Materials,45.65,48.69,-395.7,780.2,10962.5,18455.5,2283,1253.1,12.7119,18.8393,8858.6,-133.5,20.202,16950.6415,1851.1,#N/A N/A,845
EXPE UW Equity,Expedia Inc,US,Consumer Discretionary,85.36,85.93,-81.457,426.845,2522.322,9424.988,1354.587,1041.744,10.1046,79.4343,5559.522,-194.265,27.609,10802.1347,913.759,91.698,-902.077
DISCA UW Equity,Discovery Communications Inc,US,Consumer Discretionary,34.45,28.985,0,1084,6670,16373,1248,1124,34.3944,67.3359,6126,-25,33.628,23143.949,2448,325,6772
IM UN Equity,Ingram Micro Inc,US,Information Technology,27.64,25.18,0,259.88,4097.028,11561.855,-41.304,-122.889,1.0344,5.8608,44364.052,-510.9951,23.837,4310.0307,601.644,67.598,630.341
CF UN Equity,CF Industries Holdings Inc,US,Materials,54.508,61.076,-238.6,1477.8,4855.3,11659.8,1214.4,-249.2,51.7721,39.728,4853,52.9,26.518,13554.8374,2907.8,176.9,1941.2
VIAB UW Equity,Viacom Inc,US,Consumer Discretionary,75.25,64.42,-541,2391,3963,23047,2597,2474,29.6162,52.5357,13783,-106,22.651,30900.3545,4299,#N/A N/A,11699
LDOS UN Equity,Leidos Holdings Inc,US,Information Technology,43.52,41.4,-477,160,1595,4162,308,253,3.6981,12.2467,7896,-57,31.756,3223.3903,378,84,903
WYN UN Equity,Wyndham Worldwide Corp,US,Consumer Discretionary,85.76,83.79,-173,535,1411,9557,1049,789,18.1888,95.2717,5245,-268,20.318,10571.0192,1185,118,2862
Y UN Equity,Alleghany Corp,US,Financials,463.5,442.09,0,745.475,7414.467,23929.466,296.502,249.97,21.3848,#N/A N/A,5292.274,#N/A N/A,18.513,7465.0138,#N/A N/A,88.214,1471.565
SE UN Equity,Spectra Energy Corp,US,Energy,36.3,33.44,-882,1002,10796,34001,2176,276,31.2202,31.2202,5868,#N/A N/A,24.647,24357.3089,2642,702,14483
FSLR UW Equity,First Solar Inc,US,Information Technology,44.595,42.32,0,271.628,4793.217,6439.954,-54.801,-239.05,9.0504,22.4574,3153.236,46.173,47.934,4468.9173,529.904,1.429,-897.145
MJN UN Equity,Mead Johnson Nutrition Co,US,Consumer Staples,100.54,98.49,-289.5,713.9,584.9,3691.8,751.2,543.9,22.4553,61.8447,4375.8,#N/A N/A,27.414,20312.1037,1071.4,67.1,302.8
KOS UN Equity,Kosmos Energy Ltd,US,Energy,8.39,8.77,0,152.81,1190.932,2603.207,613.289,247.449,44.5395,69.6439,893.906,#N/A N/A,49.573,3245.8608,608.713,33.369,193.48
DFS UN Equity,Discover Financial Services,US,Financials,65.49,54.38,-453,2484,11301,80596,3808,3652,41.1722,#N/A N/A,9674,#N/A N/A,20.764,29698.3899,5449,1105,13675
