RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
34059,0,10/27/2009,MANHEIM,2004,5,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 5.3L LS,MAROON,AUTO,1.0,Alloy,75207,AMERICAN,LARGE TRUCK,GM,6368.0,8206.0,7377.0,9362.0,7937.0,8941.0,12377.0,13587.0,,,22916,80022,CO,10350.0,0,1155
34060,0,10/27/2009,MANHEIM,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,BLUE,AUTO,2.0,Covers,64456,AMERICAN,MEDIUM,CHRYSLER,4343.0,5557.0,5190.0,6502.0,4247.0,5319.0,7497.0,8638.0,,,3453,80022,CO,5280.0,0,1215
34064,0,10/27/2009,MANHEIM,2006,3,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4,GOLD,AUTO,1.0,Alloy,67123,AMERICAN,COMPACT,FORD,4817.0,6007.0,5702.0,6988.0,4345.0,5222.0,8478.0,9158.0,,,3453,80022,CO,5200.0,0,1020
34066,0,10/27/2009,MANHEIM,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,WHITE,AUTO,1.0,Alloy,98530,AMERICAN,MEDIUM,GM,2799.0,3989.0,3523.0,4808.0,2985.0,4287.0,6016.0,7547.0,,,22916,80022,CO,3020.0,0,1341
34069,0,10/27/2009,MANHEIM,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN TOURING,GREEN,AUTO,1.0,Alloy,64169,AMERICAN,MEDIUM,CHRYSLER,5187.0,6406.0,6102.0,7418.0,4478.0,5561.0,8088.0,9535.0,,,22916,80022,CO,5860.0,0,1215
34070,0,10/27/2009,MANHEIM,2005,4,DODGE,MAGNUM V6 3.5L V6 MP,SE,WAGON 3.5L,GREY,AUTO,1.0,Alloy,68013,AMERICAN,SPECIALTY,CHRYSLER,7187.0,8775.0,8262.0,9977.0,7854.0,9244.0,11597.0,12672.0,,,22916,80022,CO,8180.0,0,1215
34071,0,10/27/2009,MANHEIM,2005,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,BLUE,AUTO,2.0,Covers,62192,AMERICAN,VAN,CHRYSLER,4451.0,5761.0,5307.0,6722.0,4900.0,6053.0,8307.0,9363.0,,,22916,80022,CO,6660.0,0,1411
34073,0,10/27/2009,MANHEIM,2006,3,DODGE,MAGNUM V6 2.7L V6 MP,SE,WAGON 2.7L,SILVER,AUTO,2.0,Covers,59634,AMERICAN,SPECIALTY,CHRYSLER,7185.0,8411.0,8260.0,9584.0,8843.0,10182.0,12767.0,13763.0,,,1235,80022,CO,7655.0,1,1086
34075,0,10/27/2009,MANHEIM,2004,5,GMC,ENVOY 4WD 6C 4.2L I6,SLE,4D UTILITY 4.2L,BLACK,AUTO,1.0,Alloy,75726,AMERICAN,MEDIUM SUV,GM,8338.0,9665.0,9505.0,10938.0,7455.0,8959.0,11878.0,13477.0,,,3453,80022,CO,9415.0,0,1974
34078,0,11/3/2009,MANHEIM,2005,4,NISSAN,ALTIMA,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,82478,TOP LINE ASIAN,MEDIUM,OTHER,6210.0,7386.0,7207.0,8477.0,6184.0,7619.0,9961.0,11539.0,,,22916,80022,CO,5960.0,0,723
34079,0,11/3/2009,MANHEIM,2006,3,KIA,SPECTRA,EX,4D SEDAN,BLUE,MANUAL,2.0,Covers,31899,OTHER ASIAN,MEDIUM,OTHER,4893.0,5765.0,5784.0,6726.0,5329.0,6320.0,8876.0,9967.0,,,22916,80022,CO,5810.0,0,462
34081,0,11/3/2009,MANHEIM,2003,6,FORD,TAURUS,LX,4D SEDAN LX,RED,AUTO,2.0,Covers,88319,AMERICAN,MEDIUM,FORD,2782.0,3585.0,3505.0,4372.0,2568.0,3461.0,5253.0,6237.0,,,22916,80022,CO,3740.0,0,1283
34087,0,11/3/2009,MANHEIM,2004,5,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,44362,AMERICAN,MEDIUM,CHRYSLER,3445.0,4551.0,4221.0,5415.0,4180.0,5061.0,7235.0,7952.0,,,22916,80022,CO,5160.0,0,975
34089,0,11/3/2009,MANHEIM,2008,1,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,GOLD,AUTO,1.0,Alloy,85007,AMERICAN,LARGE,GM,8981.0,10334.0,10199.0,11661.0,9252.0,10664.0,12516.0,14358.0,,,3453,80022,CO,7305.0,0,2152
34090,0,11/3/2009,MANHEIM,2003,6,FORD,TAURUS,SE,4D SEDAN SE,GREY,AUTO,1.0,Alloy,91517,AMERICAN,MEDIUM,FORD,2848.0,4117.0,3576.0,4946.0,2932.0,4212.0,5718.0,7586.0,,,3453,80022,CO,3165.0,0,1353
34091,1,11/3/2009,MANHEIM,2007,2,DODGE,MAGNUM V6,SE,WAGON 2.7L,SILVER,AUTO,2.0,Covers,84051,AMERICAN,SPECIALTY,CHRYSLER,8014.0,9326.0,9155.0,10572.0,7651.0,8837.0,8763.0,10044.0,,,3453,80022,CO,8505.0,0,1503
34092,0,11/3/2009,MANHEIM,2006,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,SILVER,AUTO,2.0,Covers,44035,AMERICAN,MEDIUM,CHRYSLER,4856.0,5860.0,5744.0,6829.0,5418.0,6429.0,8649.0,9719.0,,,22916,80022,CO,5710.0,0,975
34097,0,11/3/2009,MANHEIM,2005,4,TOYOTA,CAMRY 4C,Bas,4D SEDAN,GREY,AUTO,2.0,Covers,99363,TOP LINE ASIAN,MEDIUM,OTHER,7735.0,8784.0,8854.0,9987.0,7238.0,8043.0,9932.0,11450.0,,,3453,80022,CO,6780.0,0,620
34098,0,11/3/2009,MANHEIM,2005,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,GREEN,AUTO,2.0,Covers,88547,AMERICAN,VAN,CHRYSLER,4408.0,5742.0,5261.0,6701.0,4854.0,6058.0,8362.0,9643.0,,,22916,80022,CO,6260.0,0,1763
34101,0,11/3/2009,MANHEIM,2005,4,FORD,F150 PICKUP 4WD V8,STX,EXT CAB 4.6L LARIAT,SILVER,AUTO,1.0,Alloy,79916,AMERICAN,LARGE TRUCK,FORD,10417.0,13666.0,11750.0,15259.0,10651.0,13161.0,15975.0,18538.0,,,3453,80022,CO,10710.0,0,1506
34102,0,11/3/2009,MANHEIM,2003,6,CHEVROLET,1500 SILVERADO PICKU,W/T,EXT CAB 4.8L,GOLD,AUTO,1.0,Alloy,84514,AMERICAN,LARGE TRUCK,GM,5396.0,6458.0,6328.0,7475.0,6409.0,7269.0,10295.0,11211.0,,,3453,80022,CO,8950.0,0,1543
34103,0,11/3/2009,MANHEIM,2006,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,MAROON,AUTO,1.0,Alloy,74684,AMERICAN,LARGE,GM,6565.0,8130.0,7590.0,9280.0,6858.0,8235.0,10082.0,11549.0,,,22916,80022,CO,6560.0,0,1974
34105,0,11/10/2009,MANHEIM,2004,5,FORD,MUSTANG V6,Bas,2D COUPE,ORANGE,MANUAL,1.0,Alloy,60376,AMERICAN,SPORTS,FORD,4761.0,5778.0,5642.0,6740.0,5425.0,6710.0,8383.0,9729.0,,,22916,80022,CO,5560.0,0,728
34106,0,11/10/2009,MANHEIM,2006,3,MAZDA,MAZDA6,i,4D SEDAN I,PURPLE,AUTO,2.0,Covers,39778,OTHER ASIAN,MEDIUM,OTHER,7576.0,9003.0,8682.0,10223.0,7807.0,8860.0,12026.0,13018.0,,,22916,80022,CO,7680.0,0,822
34107,0,11/10/2009,MANHEIM,2006,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLACK,AUTO,2.0,Covers,54276,AMERICAN,MEDIUM,CHRYSLER,5012.0,5975.0,5913.0,6953.0,5010.0,6205.0,8126.0,9545.0,,,22916,80022,CO,5810.0,0,1086
34109,0,11/10/2009,MANHEIM,2006,3,FORD,FOCUS,ZX4,4D SEDAN ZX4,WHITE,AUTO,1.0,Alloy,61542,AMERICAN,COMPACT,FORD,4570.0,5775.0,5436.0,6737.0,4832.0,5881.0,8317.0,9549.0,,,22916,80022,CO,5180.0,0,1020
34112,1,11/10/2009,MANHEIM,2005,4,CHRYSLER,300,Tou,4D SEDAN,BLACK,AUTO,1.0,Alloy,70413,AMERICAN,SPECIALTY,CHRYSLER,7746.0,8821.0,8866.0,10027.0,7746.0,8821.0,8866.0,10027.0,,,22916,80022,CO,8205.0,0,1389
34113,0,11/10/2009,MANHEIM,2006,3,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L LX,OTHER,AUTO,2.0,Covers,89094,AMERICAN,VAN,FORD,5650.0,6344.0,6602.0,7352.0,6087.0,7584.0,9359.0,11289.0,,,22916,80022,CO,5780.0,0,1633
34114,0,11/10/2009,MANHEIM,2003,6,TOYOTA,TACOMA PICKUP 2WD V6,Pre,EXT CAB 3.4L PRERUNNER SR5,SILVER,AUTO,1.0,Alloy,96895,TOP LINE ASIAN,SMALL TRUCK,OTHER,10210.0,12085.0,11527.0,13552.0,9428.0,11247.0,13075.0,14521.0,,,22916,80022,CO,10950.0,0,1353
34117,0,11/10/2009,MANHEIM,2004,5,DODGE,1500 RAM PICKUP 2WD,ST,QUAD CAB 4.7L SLT,RED,AUTO,2.0,Covers,89529,AMERICAN,LARGE TRUCK,CHRYSLER,6340.0,7836.0,7347.0,8963.0,6752.0,8317.0,11047.0,12394.0,,,22916,80022,CO,8630.0,0,983
34120,0,11/10/2009,MANHEIM,2005,4,SUBARU,LEGACY,Bas,4D SEDAN 2.5I,BLUE,AUTO,1.0,Alloy,78532,OTHER ASIAN,MEDIUM,OTHER,5791.0,7122.0,6754.0,8192.0,6287.0,8223.0,10974.0,12635.0,,,22916,80022,CO,8180.0,0,803
34121,0,11/10/2009,MANHEIM,2002,7,VOLKSWAGEN,BEETLE,GLS,2D COUPE GLS,WHITE,MANUAL,1.0,Alloy,48965,OTHER,COMPACT,OTHER,4372.0,5315.0,5222.0,6240.0,4502.0,5599.0,7682.0,8832.0,,,22916,80022,CO,7280.0,0,1275
34122,0,11/10/2009,MANHEIM,2008,1,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,GOLD,AUTO,1.0,Alloy,78066,AMERICAN,LARGE,GM,8870.0,10281.0,10080.0,11603.0,8861.0,10160.0,13318.0,14837.0,,,22916,80022,CO,7930.0,0,1974
34123,0,11/17/2009,MANHEIM,2002,7,JEEP,LIBERTY 4WD V6,Spo,4D SUV SPORT,BLUE,AUTO,2.0,Covers,87195,AMERICAN,SMALL SUV,CHRYSLER,4475.0,5547.0,5333.0,6491.0,4217.0,5411.0,7333.0,8488.0,,,3453,80022,CO,6060.0,0,1283
34124,0,11/17/2009,MANHEIM,2007,2,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,SILVER,AUTO,1.0,Alloy,77179,AMERICAN,LARGE,FORD,8198.0,10343.0,9354.0,11670.0,9167.0,10988.0,12580.0,14845.0,,,22916,80022,CO,8000.0,0,1506
34125,0,11/17/2009,MANHEIM,2005,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,SILVER,AUTO,2.0,Covers,80951,AMERICAN,VAN,CHRYSLER,4553.0,5899.0,5417.0,6871.0,4316.0,5569.0,8091.0,9565.0,,,22916,80022,CO,5960.0,0,1763
34126,0,11/17/2009,MANHEIM,2005,4,CHEVROLET,IMPALA,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,68170,AMERICAN,LARGE,GM,4245.0,5720.0,5085.0,6678.0,3930.0,5006.0,8130.0,10356.0,,,1235,80022,CO,5730.0,1,1703
34127,0,11/17/2009,MANHEIM,2006,3,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,BLACK,AUTO,2.0,Covers,83302,AMERICAN,LARGE,GM,6674.0,8170.0,7708.0,9324.0,7632.0,8747.0,11085.0,12388.0,,,1235,80022,CO,6230.0,1,2152
34129,0,11/17/2009,MANHEIM,2005,4,SCION,XB,Bas,4D WAGON,PURPLE,AUTO,1.0,Alloy,76195,OTHER ASIAN,MEDIUM,OTHER,6367.0,7819.0,7376.0,8945.0,5896.0,7119.0,9389.0,10524.0,,,22916,80022,CO,7680.0,0,569
34130,0,11/17/2009,MANHEIM,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GOLD,AUTO,2.0,Covers,55033,AMERICAN,MEDIUM,GM,6327.0,7361.0,7333.0,8450.0,6785.0,8132.0,10151.0,11652.0,,,3453,80022,CO,7600.0,0,837
34132,0,11/17/2009,MANHEIM,2004,5,SATURN,ION,2,4D SEDAN LEVEL 2,GOLD,AUTO,2.0,Covers,67610,AMERICAN,MEDIUM,GM,3392.0,4450.0,4163.0,5306.0,3179.0,4018.0,6214.0,7218.0,,,22916,80022,CO,5110.0,0,728
34133,0,11/17/2009,MANHEIM,2003,6,CHRYSLER,TOWN & COUNTRY FWD V,Bas,MINIVAN 3.3L LX,SILVER,AUTO,2.0,Covers,78597,AMERICAN,VAN,CHRYSLER,3468.0,4376.0,4245.0,5226.0,3159.0,4117.0,6299.0,8210.0,,,22916,80022,CO,5460.0,0,1923
34135,0,11/17/2009,MANHEIM,2005,4,GMC,1500 SIERRA PICKUP 2,SLE,EXT CAB 6.0L SLE,BLACK,AUTO,1.0,Alloy,84990,AMERICAN,LARGE TRUCK,GM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3453,80022,CO,9240.0,0,1243
34136,0,11/17/2009,MANHEIM,2007,2,CHRYSLER,TOWN & COUNTRY 2WD V,Bas,MINIVAN 3.3L,BLUE,AUTO,2.0,Covers,83025,AMERICAN,VAN,CHRYSLER,7311.0,9093.0,8396.0,10320.0,6798.0,8312.0,12471.0,15248.0,,,3453,80022,CO,6380.0,0,1763
34138,0,11/17/2009,MANHEIM,2002,7,NISSAN,FRONTIER PICKUP 2WD,XE,EXT CAB 2.4L XE,SILVER,AUTO,2.0,Covers,42058,TOP LINE ASIAN,SMALL TRUCK,OTHER,4323.0,5007.0,5169.0,5908.0,4021.0,4800.0,6653.0,7794.0,,,22916,80022,CO,5110.0,0,782
34139,0,11/17/2009,MANHEIM,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GOLD,AUTO,2.0,Covers,54306,AMERICAN,MEDIUM,GM,6327.0,7361.0,7333.0,8450.0,7455.0,8817.0,10520.0,11847.0,,,3453,80022,CO,7600.0,0,837
34140,0,11/17/2009,MANHEIM,2005,4,DODGE,STRATUS 4C,SXT,4D SEDAN,SILVER,AUTO,2.0,Covers,63235,AMERICAN,MEDIUM,CHRYSLER,2734.0,3587.0,3453.0,4374.0,3279.0,4407.0,6369.0,7577.0,,,22916,80022,CO,4900.0,0,1020
34141,0,11/17/2009,MANHEIM,2004,5,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,BLUE,AUTO,1.0,Alloy,73398,OTHER ASIAN,MEDIUM SUV,OTHER,4529.0,5258.0,5391.0,6179.0,4752.0,6078.0,9079.0,11612.0,,,3453,80022,CO,6320.0,0,1740
34143,0,11/17/2009,MANHEIM,2006,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,2.0,Covers,81729,AMERICAN,LARGE,GM,6731.0,7959.0,7769.0,9096.0,6590.0,7684.0,10099.0,11228.0,,,3453,80022,CO,6580.0,0,2152
34144,0,11/17/2009,MANHEIM,2006,3,CHRYSLER,300,Bas,4D SEDAN,BLACK,AUTO,2.0,Covers,65814,AMERICAN,SPECIALTY,CHRYSLER,9174.0,10781.0,10408.0,12143.0,9022.0,10641.0,12993.0,14737.0,,,1235,80022,CO,9200.0,1,1215
34145,0,11/17/2009,MANHEIM,2007,2,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L,SILVER,AUTO,2.0,Covers,64066,AMERICAN,VAN,GM,7191.0,8551.0,8266.0,9735.0,6455.0,7122.0,10584.0,11267.0,,,22916,80022,CO,7180.0,0,1801
34147,0,11/17/2009,MANHEIM,2007,2,DODGE,NITRO 4WD V6,SXT,4D SUV 3.7L SXT,BLACK,AUTO,1.0,Alloy,91584,AMERICAN,MEDIUM SUV,CHRYSLER,12803.0,14830.0,14327.0,16516.0,12516.0,14322.0,16375.0,17883.0,,,22916,80022,CO,9200.0,0,1053
34148,0,11/24/2009,MANHEIM,2005,4,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,GOLD,AUTO,1.0,Alloy,58992,AMERICAN,MEDIUM,GM,5046.0,6448.0,5950.0,7464.0,4924.0,6275.0,8145.0,9666.0,,,3453,80022,CO,7100.0,0,1003
34149,0,11/24/2009,MANHEIM,2004,5,CHEVROLET,TRAILBLAZER EXT 4WD,Nor,4D SUV 4.2L LS,WHITE,AUTO,1.0,Alloy,90967,AMERICAN,MEDIUM SUV,GM,7389.0,8985.0,8480.0,10204.0,7609.0,8971.0,11726.0,13700.0,,,3453,80022,CO,7925.0,0,2351
34150,0,11/24/2009,MANHEIM,2006,3,FORD,EXPLORER 2WD V6,XLT,4D SUV 4.0L XLT,BLACK,AUTO,1.0,Alloy,83449,AMERICAN,MEDIUM SUV,FORD,10718.0,12678.0,12075.0,14192.0,10139.0,12338.0,14598.0,16777.0,,,3453,80022,CO,8155.0,0,1243
34151,0,11/24/2009,MANHEIM,2006,3,CHRYSLER,SEBRING V6,Tou,4D SEDAN,BLUE,AUTO,1.0,Alloy,52247,AMERICAN,MEDIUM,CHRYSLER,5124.0,6336.0,6034.0,7343.0,4407.0,5646.0,8657.0,10097.0,,,3453,80022,CO,5330.0,0,1003
34152,0,11/24/2009,MANHEIM,2006,3,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L LX,WHITE,AUTO,1.0,Alloy,59527,AMERICAN,VAN,FORD,6156.0,7660.0,7148.0,8773.0,5528.0,7804.0,8012.0,10913.0,,,3453,80022,CO,6560.0,0,1169
34153,0,11/24/2009,MANHEIM,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BROWN,AUTO,2.0,Covers,68238,AMERICAN,MEDIUM,GM,6382.0,7383.0,7393.0,8474.0,6785.0,8132.0,10151.0,11652.0,,,3453,80022,CO,6900.0,0,923
34154,0,11/24/2009,MANHEIM,2005,4,NISSAN,QUEST,S,4D WAGON S,GOLD,AUTO,2.0,Covers,80549,TOP LINE ASIAN,VAN,OTHER,7592.0,9152.0,8699.0,10384.0,7552.0,8780.0,11686.0,12887.0,,,3453,80022,CO,6780.0,0,853
34155,0,11/24/2009,MANHEIM,2006,3,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L,BLUE,AUTO,2.0,Covers,72265,AMERICAN,VAN,GM,6246.0,7588.0,7246.0,8695.0,6801.0,8289.0,10036.0,12124.0,,,3453,80022,CO,6960.0,0,2091
34156,0,11/24/2009,MANHEIM,2005,4,DODGE,DURANGO 4WD V8,SLT,4D SUV 4.7L,WHITE,AUTO,1.0,Alloy,84792,AMERICAN,MEDIUM SUV,CHRYSLER,9458.0,11120.0,10715.0,12510.0,8377.0,10072.0,12747.0,14322.0,,,3453,80022,CO,8925.0,0,1763
34157,0,11/24/2009,MANHEIM,2004,5,NISSAN,XTERRA 2WD 4C,XE,4D SPORT UTILITY XE,WHITE,MANUAL,2.0,Covers,55795,TOP LINE ASIAN,MEDIUM SUV,OTHER,5292.0,6117.0,6215.0,7106.0,6120.0,7036.0,9412.0,10223.0,,,3453,80022,CO,8755.0,0,505
34160,1,12/1/2009,MANHEIM,2006,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,SILVER,AUTO,2.0,Covers,63637,AMERICAN,MEDIUM,CHRYSLER,5121.0,6008.0,6031.0,6989.0,5483.0,6544.0,8452.0,9589.0,,,3453,80022,CO,5110.0,0,1215
34162,0,12/1/2009,MANHEIM,2006,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,GOLD,AUTO,1.0,Alloy,65630,AMERICAN,LARGE,GM,6292.0,7882.0,7295.0,9013.0,6370.0,7852.0,10582.0,13044.0,,,22916,80022,CO,7020.0,0,1703
34163,1,12/1/2009,MANHEIM,2005,4,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,BLUE,AUTO,2.0,Covers,83101,AMERICAN,VAN,CHRYSLER,4594.0,6042.0,5462.0,7025.0,4822.0,6121.0,8261.0,9883.0,,,22916,80022,CO,5860.0,0,1763
34164,0,12/1/2009,MANHEIM,2004,5,OLDSMOBILE,ALERO 4C,GL,4D SEDAN GL2,GOLD,AUTO,1.0,Alloy,93324,AMERICAN,MEDIUM,GM,2971.0,3852.0,3709.0,4660.0,2352.0,3353.0,5641.0,6475.0,,,22916,80022,CO,2720.0,0,1774
34167,0,12/1/2009,MANHEIM,2005,4,CHEVROLET,COBALT,Bas,4D SEDAN,BLACK,AUTO,2.0,Covers,89820,AMERICAN,COMPACT,GM,4119.0,5069.0,4949.0,5975.0,4175.0,5236.0,7081.0,8181.0,,,3453,80022,CO,4400.0,0,853
34168,0,12/1/2009,MANHEIM,2007,2,DODGE,CHARGER V6,Bas,4D SEDAN 3.5L,BLUE,AUTO,2.0,Covers,68341,AMERICAN,SPECIALTY,CHRYSLER,8844.0,10281.0,10052.0,11603.0,10779.0,12521.0,14608.0,16224.0,,,3453,80022,CO,8805.0,0,1215
34169,1,12/1/2009,MANHEIM,2004,5,CHEVROLET,TRAILBLAZER EXT 4WD,Nor,4D SUV 4.2L LS,WHITE,AUTO,1.0,Alloy,87726,AMERICAN,MEDIUM SUV,GM,7111.0,8580.0,8180.0,9766.0,6936.0,8460.0,10933.0,12503.0,,,22916,80022,CO,8080.0,0,2152
34170,0,12/1/2009,MANHEIM,2006,3,JEEP,LIBERTY 2WD V6,Spo,4D SUV,BLACK,AUTO,2.0,Covers,70045,AMERICAN,SMALL SUV,CHRYSLER,8182.0,9517.0,9337.0,10778.0,8473.0,10120.0,12341.0,13884.0,,,22916,80022,CO,5910.0,0,686
34171,0,12/1/2009,MANHEIM,2005,4,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,GOLD,AUTO,1.0,Alloy,74695,AMERICAN,LARGE,FORD,6166.0,7594.0,7159.0,8702.0,5888.0,7303.0,10095.0,11506.0,,,3453,80022,CO,6180.0,0,1506
34172,0,12/1/2009,MANHEIM,2007,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,RED,AUTO,1.0,Alloy,66695,AMERICAN,LARGE,GM,7864.0,9352.0,8993.0,10600.0,7805.0,9157.0,11788.0,13322.0,,,3453,80022,CO,7305.0,0,1703
34174,0,12/1/2009,MANHEIM,2002,7,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLE,MAROON,AUTO,1.0,Alloy,96469,AMERICAN,MEDIUM SUV,GM,4572.0,5753.0,5438.0,6713.0,4483.0,5717.0,7532.0,8949.0,,,3453,80022,CO,6120.0,0,1641
34176,0,12/1/2009,MANHEIM,2006,3,KIA,RIO,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,77876,OTHER ASIAN,COMPACT,OTHER,3628.0,4577.0,4418.0,5443.0,3801.0,4760.0,7343.0,8580.0,,,3453,80022,CO,4500.0,0,569
34178,0,12/8/2009,MANHEIM,2006,3,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,BLUE,AUTO,2.0,Covers,67371,AMERICAN,LARGE,GM,6452.0,7718.0,10382.0,11642.0,6519.0,7676.0,10026.0,11220.0,,,22916,80022,CO,7130.0,0,1703
34179,1,12/8/2009,MANHEIM,2002,7,HONDA,ACCORD 4C,LX,4D SEDAN LX AUTO,WHITE,AUTO,,,92223,TOP LINE ASIAN,MEDIUM,OTHER,3706.0,4448.0,7103.0,7886.0,3706.0,4448.0,7103.0,7886.0,,,22916,80022,CO,5910.0,0,920
34180,0,12/8/2009,MANHEIM,2003,6,NISSAN,FRONTIER PICKUP 4WD,SE,CREW CAB 3.3L SE,WHITE,AUTO,1.0,Alloy,78446,TOP LINE ASIAN,SMALL TRUCK,OTHER,8333.0,9601.0,12479.0,13709.0,7810.0,8479.0,11515.0,12082.0,,,22916,80022,CO,9890.0,0,1220
34181,0,12/8/2009,MANHEIM,2002,7,ACURA,3.2 TL,S,4D SEDAN TYPE S,WHITE,AUTO,1.0,Alloy,86757,OTHER ASIAN,SPECIALTY,OTHER,5068.0,6492.0,8449.0,9904.0,5249.0,6484.0,8291.0,9632.0,,,22916,80022,CO,7630.0,0,1413
34182,0,12/8/2009,MANHEIM,2005,4,DODGE,MAGNUM V6,SE,WAGON 2.7L,BLUE,AUTO,2.0,Covers,67612,AMERICAN,SPECIALTY,CHRYSLER,6227.0,7479.0,10542.0,11836.0,6103.0,7553.0,9909.0,11208.0,,,22916,80022,CO,7430.0,0,1215
34184,1,12/8/2009,MANHEIM,2007,2,CHRYSLER,300,Bas,4D SEDAN,BLUE,AUTO,2.0,Covers,71351,AMERICAN,SPECIALTY,CHRYSLER,10010.0,11650.0,14455.0,15779.0,9952.0,11566.0,14721.0,16175.0,,,22916,80022,CO,8800.0,0,1389
34187,0,12/8/2009,MANHEIM,2002,7,DODGE,1500 RAM PICKUP 2WD,ST,REG CAB 3.7L ST,BLUE,MANUAL,2.0,Covers,63671,AMERICAN,LARGE TRUCK,CHRYSLER,3304.0,4397.0,6136.0,7212.0,3472.0,4528.0,6549.0,7754.0,,,22916,80022,CO,5610.0,0,833
34188,0,12/8/2009,MANHEIM,2005,4,CHEVROLET,COBALT,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,84395,AMERICAN,COMPACT,GM,3820.0,4737.0,6916.0,7894.0,3833.0,4736.0,7217.0,8384.0,,,22916,80022,CO,4040.0,0,853
34189,0,12/8/2009,MANHEIM,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,2.0,Covers,57759,AMERICAN,MEDIUM,GM,6522.0,7381.0,10350.0,11722.0,7161.0,8512.0,10937.0,12291.0,,,22916,80022,CO,7400.0,0,837
34192,1,12/8/2009,MANHEIM,2005,4,CHEVROLET,AVEO,LS,4D SEDAN,RED,AUTO,,,78878,AMERICAN,COMPACT,GM,2916.0,3662.0,6097.0,6829.0,2916.0,3662.0,6097.0,6829.0,,,22916,80022,CO,4140.0,0,803
34193,1,12/8/2009,MANHEIM,2003,6,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,RED,AUTO,,,61770,AMERICAN,COMPACT,GM,2215.0,3034.0,5383.0,7373.0,2215.0,3034.0,5383.0,7373.0,,,22916,80022,CO,3440.0,0,1320
34194,0,12/8/2009,MANHEIM,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,2.0,Covers,54352,AMERICAN,MEDIUM,GM,6522.0,7381.0,10350.0,11722.0,7202.0,8348.0,10847.0,12045.0,,,22916,80022,CO,7400.0,0,837
34195,0,12/8/2009,MANHEIM,2006,3,TOYOTA,COROLLA,CE,4D SEDAN CE,GREY,AUTO,2.0,Covers,69206,TOP LINE ASIAN,COMPACT,OTHER,6671.0,7888.0,11204.0,12211.0,6685.0,7667.0,10159.0,11195.0,,,22916,80022,CO,8200.0,0,533
