Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
30870122,06/17/2015 08:37:00 AM,,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),2R Bulk-Missed Recy Collection,Sidewalk,11234,14 HARDEN STREET,HARDEN STREET,BEND,FLATLANDS AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,,18 BROOKLYN,BROOKLYN,1002377,165961,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62218254349774,-73.93470205657239,"(40.62218254349774, -73.93470205657239)"
30873830,06/17/2015 08:36:58 AM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Street,,,,,,KOSCUISKO STREET,BRUSHWICK AVENUE,,,,N/A,Open,06/19/2015 08:36:58 AM,"The Department of Parks and Recreation usually requires 2 days to inspect the condition.  If warranted, the condition will be addressed within 10 days. Please note your Service Request number for future reference.",,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30870716,06/17/2015 08:36:15 AM,06/17/2015 03:20:14 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11234,2072 HENDRICKSON STREET,HENDRICKSON STREET,AVENUE S,AVENUE T,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/17/2015 04:36:15 PM,The Police Department responded to the complaint and took action to fix the condition.,06/17/2015 03:20:14 PM,18 BROOKLYN,BROOKLYN,1004842,162051,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61144502129077,-73.92583444516961,"(40.61144502129077, -73.92583444516961)"
30869729,06/17/2015 08:35:58 AM,06/17/2015 06:44:57 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11236,1423 EAST 91 STREET,EAST 91 STREET,AVENUE L,AVENUE M,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/17/2015 04:35:58 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 06:44:57 PM,18 BROOKLYN,BROOKLYN,1012185,170818,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63548847941212,-73.89935113414425,"(40.63548847941212, -73.89935113414425)"
30868971,06/17/2015 08:35:38 AM,,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,11428,93-20 215 STREET,215 STREET,93 AVENUE,94 ROAD,,,ADDRESS,QUEENS VILLAGE,,N/A,Open,06/22/2015 08:35:38 AM,The Department of Parks and Recreation usually requires 5 days to review a request and determine the appropriate action. Please note your Service Request number for future reference.,,13 QUEENS,QUEENS,1055632,201534,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71955301439412,-73.74248834588566,"(40.71955301439412, -73.74248834588566)"
30873366,06/17/2015 08:35:31 AM,06/17/2015 02:41:28 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,135-15 130 PLACE,130 PLACE,135 AVENUE,135 ROAD,,,ADDRESS,SOUTH OZONE PARK,,Precinct,Closed,06/17/2015 04:35:31 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,06/17/2015 02:41:28 PM,10 QUEENS,QUEENS,1037229,182696,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.667976539871276,-73.80902536092815,"(40.667976539871276, -73.80902536092815)"
30869670,06/17/2015 08:35:00 AM,,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11231,101 1 PLACE,1 PLACE,CLINTON STREET,COURT STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,,06 BROOKLYN,BROOKLYN,985013,187174,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68042612343691,-73.99724908479219,"(40.68042612343691, -73.99724908479219)"
30875177,06/17/2015 08:34:29 AM,06/17/2015 08:46:22 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11232,790 39 STREET,39 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/17/2015 04:34:29 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 08:46:22 AM,07 BROOKLYN,BROOKLYN,984870,175193,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.647540944213766,-73.99776575781277,"(40.647540944213766, -73.99776575781277)"
30875525,06/17/2015 08:34:19 AM,06/17/2015 08:34:19 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10032,853 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,N/A,Open,,,06/17/2015 12:00:00 AM,12 MANHATTAN,MANHATTAN,998977,244083,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83661448157966,-73.9467787166514,"(40.83661448157966, -73.9467787166514)"
30870935,06/17/2015 08:34:07 AM,06/17/2015 03:53:08 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11235,3810 NOSTRAND AVENUE,NOSTRAND AVENUE,AVENUE Y,AVENUE Z,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/17/2015 04:34:07 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 03:53:08 PM,15 BROOKLYN,BROOKLYN,1000901,154535,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59082341363292,-73.9400471424166,"(40.59082341363292, -73.9400471424166)"
30872512,06/17/2015 08:33:49 AM,,DOT,Department of Transportation,Street Condition,Cave-in,Street,11364,79-27 210 STREET,210 STREET,RICHLAND AVENUE,UNION TURNPIKE,,,ADDRESS,OAKLAND GARDENS,,N/A,Assigned,06/27/2015 08:33:49 AM,The Department of Transportation requires 10 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,11 QUEENS,QUEENS,1050397,206952,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73446474130411,-73.76132033479013,"(40.73446474130411, -73.76132033479013)"
30874623,06/17/2015 08:33:22 AM,06/17/2015 12:55:44 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,924 PIERCE AVENUE,PIERCE AVENUE,FOWLER AVENUE,BOGART AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/17/2015 04:33:22 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 12:55:44 PM,11 BRONX,BRONX,1024219,246778,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84393329407964,-73.85554177070047,"(40.84393329407964, -73.85554177070047)"
30875723,06/17/2015 08:33:15 AM,06/17/2015 08:33:15 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11413,219-17 142 ROAD,142 ROAD,,,,,ADDRESS,Springfield Gardens,,N/A,Open,,,06/17/2015 12:00:00 AM,13 QUEENS,QUEENS,1051875,182984,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.668667276675336,-73.7562279365408,"(40.668667276675336, -73.7562279365408)"
30873125,06/17/2015 08:33:15 AM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Vehicle Complaint,,11373,85-30 55 AVENUE,55 AVENUE,HASPEL STREET,VAN HORN STREET,,,ADDRESS,ELMHURST,,N/A,Open,07/01/2015 08:33:15 AM,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,,04 QUEENS,QUEENS,1017736,206456,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,JFK Airport,,,,,,,,40.733287303662394,-73.87917398088446,"(40.733287303662394, -73.87917398088446)"
30876469,06/17/2015 08:33:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10021,525 EAST   72 STREET,EAST   72 STREET,YORK AVE,DEAD END,,,ADDRESS,NEW YORK,,N/A,Open,,,,08 MANHATTAN,MANHATTAN,997232,218574,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.766602011768384,-73.95313421795154,"(40.766602011768384, -73.95313421795154)"
30871465,06/17/2015 08:32:43 AM,,DOT,Department of Transportation,Street Condition,Plate Condition - Shifted,Street,11220,540 53 STREET,53 STREET,5 AVENUE,6 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,06/27/2015 08:32:43 AM,The Department of Transportation requires 10 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,07 BROOKLYN,BROOKLYN,981167,173481,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.642841358474186,-74.01110916699133,"(40.642841358474186, -74.01110916699133)"
30874211,06/17/2015 08:32:26 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11367,144-06 JEWEL AVENUE,JEWEL AVENUE,MAIN STREET,147 STREET,,,ADDRESS,FLUSHING,,N/A,Pending,07/17/2015 08:32:26 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,06/17/2015 08:35:55 AM,08 QUEENS,QUEENS,1033298,205336,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7301405776582,-73.82303061312565,"(40.7301405776582, -73.82303061312565)"
30875015,06/17/2015 08:32:00 AM,06/17/2015 12:00:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11205,12 STEUBEN STREET,STEUBEN STREET,FLUSHING AVENUE,PARK AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,,06/17/2015 08:32:00 AM,02 BROOKLYN,BROOKLYN,994269,193388,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69747648658138,-73.96386832393247,"(40.69747648658138, -73.96386832393247)"
30871858,06/17/2015 08:32:00 AM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,11234,,,,,FLATLANDS AVENUE,RALPH AVENUE,INTERSECTION,BROOKLYN,,N/A,Open,,,,18 BROOKLYN,BROOKLYN,1006843,169566,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63206724302248,-73.9186023598203,"(40.63206724302248, -73.9186023598203)"
30872077,06/17/2015 08:32:00 AM,06/17/2015 12:00:00 PM,DSNY,Manhattan 05,Other Enforcement,E10 Obstruction (Street/Sidewalk),Sidewalk,10018,,,,,WEST 40 STREET,6 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,,06/17/2015 12:00:00 PM,05 MANHATTAN,MANHATTAN,988394,213817,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75355382698375,-73.98504284774735,"(40.75355382698375, -73.98504284774735)"
30869232,06/17/2015 08:31:46 AM,06/17/2015 01:41:21 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11001,84-55 259 STREET,259 STREET,HILLSIDE AVENUE,EAST WILLISTON AVENUE,,,ADDRESS,FLORAL PARK,,Precinct,Closed,06/17/2015 04:31:46 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 01:41:21 PM,13 QUEENS,QUEENS,1064975,207482,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73579841388373,-73.70871221232396,"(40.73579841388373, -73.70871221232396)"
30874064,06/17/2015 08:31:32 AM,06/17/2015 11:35:41 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,,,,,CATON AVENUE,EAST    4 STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,06/17/2015 04:31:32 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,06/17/2015 11:35:41 AM,07 BROOKLYN,BROOKLYN,990559,175225,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64762655176071,-73.97726475451302,"(40.64762655176071, -73.97726475451302)"
30875168,06/17/2015 08:31:00 AM,06/17/2015 09:30:40 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11218,133 VANDERBILT STREET,VANDERBILT STREET,MC DONALD AVENUE,EAST 2 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/17/2015 04:31:00 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 09:30:40 AM,07 BROOKLYN,BROOKLYN,989741,176802,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.651955619331154,-73.98021123265548,"(40.651955619331154, -73.98021123265548)"
30869273,06/17/2015 08:30:52 AM,06/17/2015 07:42:31 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11210,1013 EAST 35 STREET,EAST 35 STREET,DEAD END,AVENUE I,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/17/2015 04:30:52 PM,The Police Department responded to the complaint and took action to fix the condition.,06/17/2015 07:42:31 PM,18 BROOKLYN,BROOKLYN,1000210,168798,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62997368006717,-73.9425014167675,"(40.62997368006717, -73.9425014167675)"
30875873,06/17/2015 08:29:43 AM,06/17/2015 11:46:55 AM,DOT,Department of Transportation,Street Condition,Plate Condition - Shifted,Street,10012,,,,,DELANCY STREET,BOWERY,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Transportation inspected the condition you reported and temporarily addressed the condition. The Agency will notify the responsible party.,06/17/2015 11:46:55 AM,02 MANHATTAN,MANHATTAN,985902,201709,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72032117794149,-73.99404032468442,"(40.72032117794149, -73.99404032468442)"
30873523,06/17/2015 08:29:08 AM,,DOT,Department of Transportation,Street Condition,Cave-in,Street,11215,614 10 STREET,10 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,06/27/2015 08:29:08 AM,The Department of Transportation requires 10 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,06 BROOKLYN,BROOKLYN,989693,181723,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66546271175101,-73.98038024555201,"(40.66546271175101, -73.98038024555201)"
30872213,06/17/2015 08:29:06 AM,06/18/2015 02:31:53 AM,DOT,Department of Transportation,Highway Condition,Litter,Highway,11414,,,,,,,,SOUTH OZONE PARK,,N/A,Closed,07/01/2015 08:29:06 AM,"The condition has been inspected/investigated, see customer notes for more information.",06/18/2015 02:30:56 AM,10 QUEENS,QUEENS,1029096,182268,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,Belt Pkwy,East/Long Island Bound,Roadway,Cross Bay Blvd (Exit 17 S-N) - Nassau Expwy (NY 878)/Van Wyck Expwy (I-678) (Exit 19),,,,40.666846709510324,-73.83834535061172,"(40.666846709510324, -73.83834535061172)"
30873981,06/17/2015 08:28:44 AM,,DCA,Department of Consumer Affairs,Consumer Complaint,Non-Delivery Goods/Services,,11208,,,,,SUTTER AVENUE,EUCLID AVENUE,INTERSECTION,BROOKLYN,,N/A,Open,06/21/2015 08:28:44 AM,The Department of Consumer Affairs usually requires 4 days to review a complaint and determine the appropriate action. Please note your Service Request number for future reference.,,05 BROOKLYN,BROOKLYN,1019950,184443,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67285819524179,-73.87130201239101,"(40.67285819524179, -73.87130201239101)"
30869959,06/17/2015 08:28:40 AM,,DOT,Department of Transportation,Street Condition,Pothole,,10029,1872 3 AVENUE,3 AVENUE,EAST  103 STREET,EAST  104 STREET,,,ADDRESS,NEW YORK,,N/A,Open,,,06/17/2015 08:28:40 AM,11 MANHATTAN,MANHATTAN,999192,226996,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.789715080525056,-73.94603977564717,"(40.789715080525056, -73.94603977564717)"
30870919,06/17/2015 08:28:05 AM,,DOT,Department of Transportation,Street Sign - Damaged,Stop,Street,11226,608 MARLBOROUGH ROAD,MARLBOROUGH ROAD,NEWKIRK AVENUE,FOSTER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,06/24/2015 05:41:36 PM,The Department of Transportation will repair or replace the Stop sign within 3 business days or make a determination that the work is not necessary. Please note your Service Request number for future reference.,06/17/2015 05:41:40 PM,14 BROOKLYN,BROOKLYN,994447,170604,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6349392755674,-73.96326086117824,"(40.6349392755674, -73.96326086117824)"
30876178,06/17/2015 08:28:04 AM,,DOF,Department of Finance,DOF Literature Request,DRIE - Adjustment to Abatement Application Form - Tenant,,,,,,,,,,,,N/A,Assigned,06/18/2015 08:28:04 AM,"The literature will be emailed within 24 hours. If it is not received, please call 311 and submit a new request.",06/17/2015 08:31:25 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30868817,06/17/2015 08:28:00 AM,,DSNY,BCC - Queens West,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11378,60-74 59 ROAD,59 ROAD,60 LANE,61 STREET,,,ADDRESS,Maspeth,,DSNY Garage,Open,,,,05 QUEENS,QUEENS,1010966,201046,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.718461217538284,-73.90362332055004,"(40.718461217538284, -73.90362332055004)"
30868806,06/17/2015 08:27:54 AM,,DCA,Department of Consumer Affairs,Consumer Complaint,Car Not Available,,11434,150-30 NORTH CONDUIT AVENUE,NORTH CONDUIT AVENUE,150 STREET,135 AVENUE,,,ADDRESS,JAMAICA,,N/A,Open,06/21/2015 08:27:54 AM,The Department of Consumer Affairs usually requires 4 days to review a complaint and determine the appropriate action. Please note your Service Request number for future reference.,,12 QUEENS,QUEENS,1042919,182325,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6669223530026,-73.78851778953246,"(40.6669223530026, -73.78851778953246)"
30870209,06/17/2015 08:27:30 AM,06/17/2015 03:39:32 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,101-45 118 STREET,118 STREET,101 AVENUE,103 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,06/17/2015 04:27:30 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 03:39:32 PM,09 QUEENS,QUEENS,1032319,190475,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68935611212467,-73.82666901841247,"(40.68935611212467, -73.82666901841247)"
30870709,06/17/2015 08:27:22 AM,06/17/2015 01:32:11 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10310,386 SHEFFIELD STREET,SHEFFIELD STREET,DEAD END,DELAFIELD AVENUE,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,06/17/2015 04:27:22 PM,The Police Department responded to the complaint and determined that police action was not necessary.,06/17/2015 01:32:11 PM,01 STATEN ISLAND,STATEN ISLAND,952944,169456,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63173880869065,-74.11278813438105,"(40.63173880869065, -74.11278813438105)"
30868834,06/17/2015 08:27:00 AM,,DSNY,BCC - Bronx,Sanitation Condition,12 Dead Animals,Sidewalk,10462,,,,,GLEASON AVENUE,HAVEMEYER AVENUE,INTERSECTION,BRONX,,DSNY Garage,Open,,,,09 BRONX,BRONX,1026319,242557,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83233813673946,-73.84797832211984,"(40.83233813673946, -73.84797832211984)"
30871778,06/17/2015 08:27:00 AM,06/17/2015 08:27:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11205,91 TAAFFE PLACE,TAAFFE PLACE,PARK AVE,MYRTLE AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,,06/17/2015 08:27:00 AM,03 BROOKLYN,BROOKLYN,995201,192793,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.695842245845384,-73.96050820560284,"(40.695842245845384, -73.96050820560284)"
30869091,06/17/2015 08:26:25 AM,06/17/2015 08:26:25 AM,DOB,Department of Buildings,General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,,10314,25 ROOSEVELT AVENUE,ROOSEVELT AVENUE,,,,,ADDRESS,STATEN ISLAND,,N/A,Open,,,06/17/2015 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,947307,160121,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.606094488366864,-74.13304580586923,"(40.606094488366864, -74.13304580586923)"
30871265,06/17/2015 08:26:22 AM,06/17/2015 01:20:46 PM,DOT,Department of Transportation,Highway Condition,Litter,Highway,11224,,,,,,,,BROOKLYN,,N/A,Closed,07/01/2015 08:26:22 AM,The Department of Transportation has completed the request or corrected the condition.,06/17/2015 01:20:46 PM,13 BROOKLYN,BROOKLYN,993043,151942,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,Belt Pkwy,East/Queens Bound,Roadway,Ocean Pkwy (Exit 7 S-N) - Coney Island Ave (Exit 8),,,,40.583717424465675,-73.96834368170113,"(40.583717424465675, -73.96834368170113)"
30874243,06/17/2015 08:26:17 AM,,DOT,Department of Transportation,Street Condition,Pothole,,10470,4732 MATILDA AVENUE,MATILDA AVENUE,EAST  241 STREET,EAST  242 STREET,,,ADDRESS,BRONX,,N/A,Open,,,06/17/2015 08:26:17 AM,12 BRONX,BRONX,1025278,269001,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.9049236419779,-73.85157818923706,"(40.9049236419779, -73.85157818923706)"
30875484,06/17/2015 08:26:00 AM,,DOT,Department of Transportation,Street Condition,Cave-in,Street,11375,GROTON STREET,GROTON STREET,70 AVENUE,71 AVENUE,,,BLOCKFACE,FOREST HILLS,,N/A,Assigned,06/27/2015 08:26:00 AM,The Department of Transportation requires 10 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,06 QUEENS,QUEENS,1026223,200269,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.716269312289974,-73.84858936468824,"(40.716269312289974, -73.84858936468824)"
30874161,06/17/2015 08:26:00 AM,06/17/2015 10:10:52 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11378,,,,,JAY AVENUE,BORDEN AVENUE,INTERSECTION,MASPETH,,Precinct,Closed,06/17/2015 04:26:00 PM,The Police Department issued a summons in response to the complaint.,06/17/2015 10:10:52 AM,05 QUEENS,QUEENS,1011646,203889,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.726262480625145,-73.90115868300342,"(40.726262480625145, -73.90115868300342)"
