Date,Price,YTD,Citi,HSBC,Morgan Stanley,Nomura,JPMorgan,Credit Suisse,Macquarie,Barclays,Standard Chartered,BNP Paribas Equity Research,Jefferies,China International Capital Corp,BofAML,UBS,Goldman Sachs
8/16/2013,9.04,-0.176684882,neutral,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/17/2013,9.04,-0.176684882,neutral,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/18/2013,9.04,-0.176684882,neutral,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/19/2013,8.94,-0.18579235,neutral,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/20/2013,8.61,-0.215846995,neutral,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/21/2013,8.61,-0.215846995,neutral,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/22/2013,8.7,-0.207650273,neutral,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/23/2013,8.5,-0.225865209,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/24/2013,8.5,-0.225865209,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/25/2013,8.5,-0.225865209,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/26/2013,8.65,-0.212204007,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/27/2013,8.65,-0.212204007,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/28/2013,8.27,-0.246812386,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/29/2013,8.42,-0.233151184,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/30/2013,8.44,-0.23132969,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
8/31/2013,8.44,-0.23132969,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/1/2013,8.44,-0.23132969,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/2/2013,8.54,-0.222222222,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/3/2013,8.59,-0.217668488,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/4/2013,8.48,-0.227686703,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/5/2013,8.7,-0.207650273,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/6/2013,8.7,-0.207650273,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/7/2013,8.7,-0.207650273,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/8/2013,8.7,-0.207650273,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/9/2013,8.81,-0.197632058,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/10/2013,8.83,-0.195810565,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/11/2013,8.6,-0.216757741,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/12/2013,8.69,-0.20856102,sell,overweight,Equalwt/Attractive,neutral,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/13/2013,8.67,-0.210382514,sell,overweight,Equalwt/Attractive,suspended coverage,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/14/2013,8.67,-0.210382514,sell,overweight,Equalwt/Attractive,suspended coverage,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/15/2013,8.67,-0.210382514,sell,overweight,Equalwt/Attractive,suspended coverage,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/16/2013,8.82,-0.196721311,sell,overweight,Equalwt/Attractive,suspended coverage,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/17/2013,8.76,-0.202185792,sell,overweight,Equalwt/Attractive,suspended coverage,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/18/2013,8.74,-0.204007286,sell,overweight,Equalwt/Attractive,suspended coverage,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/19/2013,8.93,-0.186703097,sell,overweight,Equalwt/Attractive,suspended coverage,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/20/2013,8.93,-0.186703097,sell,overweight,Equalwt/Attractive,suspended coverage,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/21/2013,8.93,-0.186703097,sell,overweight,Equalwt/Attractive,suspended coverage,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/22/2013,8.93,-0.186703097,sell,overweight,Equalwt/Attractive,suspended coverage,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/23/2013,8.85,-0.193989071,sell,overweight,Equalwt/Attractive,suspended coverage,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/24/2013,8.72,-0.20582878,sell,overweight,Equalwt/Attractive,suspended coverage,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/25/2013,8.68,-0.209471767,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/26/2013,8.66,-0.21129326,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/27/2013,8.71,-0.206739526,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/28/2013,8.71,-0.206739526,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/29/2013,8.71,-0.206739526,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
9/30/2013,8.56,-0.220400729,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/1/2013,8.56,-0.220400729,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/2/2013,8.52,-0.224043716,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/3/2013,8.64,-0.213114754,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/4/2013,8.61,-0.215846995,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/5/2013,8.61,-0.215846995,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/6/2013,8.61,-0.215846995,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/7/2013,8.55,-0.221311475,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,#N/A,buy,neutral/neutral
10/8/2013,8.68,-0.209471767,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/9/2013,8.89,-0.190346084,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/10/2013,8.82,-0.196721311,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/11/2013,8.91,-0.18852459,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/12/2013,8.91,-0.18852459,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/13/2013,8.91,-0.18852459,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/14/2013,8.91,-0.18852459,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,neutral,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/15/2013,8.99,-0.181238616,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/16/2013,9.08,-0.173041894,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/17/2013,8.98,-0.182149362,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/18/2013,9.09,-0.172131148,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/19/2013,9.09,-0.172131148,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/20/2013,9.09,-0.172131148,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/21/2013,9.04,-0.176684882,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/22/2013,9.1,-0.171220401,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/23/2013,8.94,-0.18579235,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/24/2013,8.86,-0.193078324,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/25/2013,8.72,-0.20582878,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/26/2013,8.72,-0.20582878,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/27/2013,8.72,-0.20582878,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/28/2013,8.77,-0.201275046,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/29/2013,8.91,-0.18852459,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/30/2013,9,-0.180327869,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
10/31/2013,8.88,-0.191256831,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/1/2013,8.82,-0.196721311,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/2/2013,8.82,-0.196721311,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/3/2013,8.82,-0.196721311,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/4/2013,8.79,-0.199453552,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,#N/A,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/5/2013,8.71,-0.206739526,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/6/2013,8.67,-0.210382514,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/7/2013,8.63,-0.214025501,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/8/2013,8.61,-0.215846995,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/9/2013,8.61,-0.215846995,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/10/2013,8.61,-0.215846995,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/11/2013,8.74,-0.204007286,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/12/2013,8.71,-0.206739526,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/13/2013,8.5,-0.225865209,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,accumulate,buy,buy,neutral/neutral
11/14/2013,8.59,-0.217668488,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/15/2013,8.83,-0.195810565,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/16/2013,8.83,-0.195810565,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/17/2013,8.83,-0.195810565,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/18/2013,9.26,-0.156648452,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/19/2013,9.49,-0.135701275,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/20/2013,9.59,-0.126593807,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/21/2013,9.44,-0.140255009,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/22/2013,9.42,-0.142076503,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/23/2013,9.42,-0.142076503,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/24/2013,9.42,-0.142076503,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/25/2013,9.32,-0.151183971,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/26/2013,9.23,-0.159380692,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/27/2013,9.19,-0.163023679,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/28/2013,9.1,-0.171220401,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/29/2013,9.17,-0.164845173,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
11/30/2013,9.17,-0.164845173,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/1/2013,9.17,-0.164845173,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/2/2013,9.21,-0.161202186,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/3/2013,9.12,-0.169398907,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/4/2013,8.97,-0.183060109,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/5/2013,9.06,-0.174863388,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/6/2013,9.14,-0.167577413,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/7/2013,9.14,-0.167577413,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/8/2013,9.14,-0.167577413,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/9/2013,9.08,-0.173041894,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/10/2013,8.99,-0.181238616,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/11/2013,8.76,-0.202185792,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/12/2013,8.69,-0.20856102,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/13/2013,8.72,-0.20582878,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/14/2013,8.72,-0.20582878,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/15/2013,8.72,-0.20582878,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/16/2013,8.65,-0.212204007,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/17/2013,8.55,-0.221311475,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/18/2013,8.6,-0.216757741,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/19/2013,8.48,-0.227686703,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/20/2013,8.44,-0.23132969,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/21/2013,8.44,-0.23132969,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/22/2013,8.44,-0.23132969,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/23/2013,8.45,-0.230418944,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/24/2013,8.54,-0.222222222,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/25/2013,8.54,-0.222222222,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/26/2013,8.54,-0.222222222,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/27/2013,8.5,-0.225865209,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/28/2013,8.5,-0.225865209,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/29/2013,8.5,-0.225865209,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/30/2013,8.48,-0.227686703,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
12/31/2013,8.5,-0.225865209,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/1/2014,8.5,0,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/2/2014,8.46,-0.004705882,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/3/2014,8.2,-0.035294118,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/4/2014,8.2,-0.035294118,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/5/2014,8.2,-0.035294118,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/6/2014,8.14,-0.042352941,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/7/2014,8.09,-0.048235294,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/8/2014,8.11,-0.045882353,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/9/2014,8,-0.058823529,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/10/2014,8,-0.058823529,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/11/2014,8,-0.058823529,sell,overweight,Equalwt/Attractive,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/12/2014,8,-0.058823529,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/13/2014,8.03,-0.055294118,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/14/2014,7.98,-0.061176471,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/15/2014,8.01,-0.057647059,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/16/2014,8.05,-0.052941176,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/17/2014,8.1,-0.047058824,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/18/2014,8.1,-0.047058824,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/19/2014,8.1,-0.047058824,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/20/2014,8.05,-0.052941176,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/21/2014,8.07,-0.050588235,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/22/2014,8.03,-0.055294118,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/23/2014,7.93,-0.067058824,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/24/2014,7.87,-0.074117647,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/25/2014,7.87,-0.074117647,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/26/2014,7.87,-0.074117647,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
1/27/2014,7.74,-0.089411765,sell,overweight,Underwt/Cautious,buy,overweight,underperform,outperform,overweight,outperform,buy,buy,buy,buy,buy,neutral/neutral
