customerid,datecreated,source,mailinglist,testgroup,orgid,parentid
9453,1366827140, SIGNUP             ,0,0,1,               NULL 
4157,1366835180, SIGNUP             ,0,0,61,               NULL 
9714,1366837962, SIGNUP_GOOGLE_AUTH ,0,0,30,               NULL 
3532,1366846861, SIGNUP_GOOGLE_AUTH ,0,0,237,               NULL 
1120,1366856170, GUEST_INVITE       ,0,0,5,8487
4900,1366862668, SIGNUP_GOOGLE_AUTH ,1,0,220,               NULL 
4876,1366868105, SIGNUP             ,1,1,221,               NULL 
11580,1366875072, PERSONAL_PROJECTS  ,0,0,412,               NULL 
2546,1366884480, SIGNUP             ,0,0,1,               NULL 
11838,1366906879, PERSONAL_PROJECTS  ,1,1,29,               NULL 
8052,1366906979, ORG_INVITE         ,0,0,365,1713
1928,1366907520, ORG_INVITE         ,0,0,50,5788
9615,1366908586, ORG_INVITE         ,1,1,7,3992
7031,1366932239, SIGNUP_GOOGLE_AUTH ,1,1,12,               NULL 
2199,1366933402, GUEST_INVITE       ,1,1,146,5281
11412,1366939822, PERSONAL_PROJECTS  ,1,0,245,               NULL 
4681,1366945645, GUEST_INVITE       ,0,0,54,4118
10218,1366945940, SIGNUP             ,0,0,302,               NULL 
9784,1366946099, ORG_INVITE         ,0,0,1,1031
9140,1366949084, ORG_INVITE         ,0,0,312,1095
7118,1366956114, PERSONAL_PROJECTS  ,0,1,145,               NULL 
495,1366961417, GUEST_INVITE       ,0,0,4,2657
3836,1366963017, ORG_INVITE         ,0,0,90,11712
1073,1366963956, GUEST_INVITE       ,0,0,37,11931
8989,1366971895, GUEST_INVITE       ,0,0,110,3611
11943,1366973038, ORG_INVITE         ,0,0,1,801
9218,1366973382, SIGNUP_GOOGLE_AUTH ,0,0,53,               NULL 
4990,1366977552, ORG_INVITE         ,0,0,306,3593
6791,1366980779, ORG_INVITE         ,0,0,166,3428
4854,1366987678, SIGNUP_GOOGLE_AUTH ,0,0,186,               NULL 
8434,1366995785, PERSONAL_PROJECTS  ,1,0,68,               NULL 
160,1366996107, ORG_INVITE         ,1,1,15,8331
2918,1367000318, PERSONAL_PROJECTS  ,0,1,100,               NULL 
9550,1367000389, SIGNUP             ,0,0,155,               NULL 
2925,1367004337, GUEST_INVITE       ,0,0,47,10613
9188,1367005889, ORG_INVITE         ,1,1,408,4585
4091,1367011212, ORG_INVITE         ,0,0,67,2995
3019,1367019626, ORG_INVITE         ,0,0,203,5975
11230,1367036066, ORG_INVITE         ,0,1,293,960
8091,1367046793, PERSONAL_PROJECTS  ,0,0,375,               NULL 
7117,1367054574, SIGNUP             ,0,0,8,               NULL 
6216,1367054735, SIGNUP_GOOGLE_AUTH ,0,0,95,               NULL 
9162,1367063990, SIGNUP             ,0,1,322,               NULL 
6871,1367066619, PERSONAL_PROJECTS  ,0,0,147,               NULL 
2804,1367071369, ORG_INVITE         ,0,0,115,2128
6388,1367072976, ORG_INVITE         ,0,0,31,7534
966,1367073281, PERSONAL_PROJECTS  ,1,0,278,               NULL 
8252,1367074599, SIGNUP             ,0,0,18,               NULL 
3772,1367075277, ORG_INVITE         ,0,1,52,5587
322,1367076703, ORG_INVITE         ,0,0,69,1400
5830,1367100814, ORG_INVITE         ,0,0,18,4635
153,1367107214, SIGNUP             ,0,0,64,               NULL 
8291,1367108224, ORG_INVITE         ,0,0,0,10333
9995,1367121448, GUEST_INVITE       ,1,0,142,1645
11238,1367122139, SIGNUP             ,0,0,245,               NULL 
9253,1367126491, ORG_INVITE         ,0,0,174,4727
10533,1367127179, SIGNUP             ,1,1,343,               NULL 
9338,1367138557, GUEST_INVITE       ,0,0,341,5770
9388,1367140928, ORG_INVITE         ,0,0,98,408
11825,1367141438, PERSONAL_PROJECTS  ,1,1,40,               NULL 
3901,1367141854, GUEST_INVITE       ,0,0,10,9023
5611,1367142301, SIGNUP             ,1,0,167,               NULL 
3672,1367143767, SIGNUP_GOOGLE_AUTH ,0,1,40,               NULL 
6967,1367151546, SIGNUP_GOOGLE_AUTH ,0,0,167,               NULL 
10020,1367152986, PERSONAL_PROJECTS  ,0,0,4,               NULL 
2328,1367156361, PERSONAL_PROJECTS  ,0,0,116,               NULL 
2826,1367163493, ORG_INVITE         ,0,0,362,2331
10912,1367169856, SIGNUP_GOOGLE_AUTH ,1,1,326,               NULL 
1783,1367170632, ORG_INVITE         ,0,0,7,3421
7607,1367172339, SIGNUP             ,0,0,128,               NULL 
701,1367175450, SIGNUP_GOOGLE_AUTH ,0,0,209,               NULL 
6416,1367181921, SIGNUP             ,0,0,59,               NULL 
3401,1367190303, GUEST_INVITE       ,1,1,22,5757
4647,1367198741, SIGNUP             ,0,0,63,               NULL 
1357,1367221406, GUEST_INVITE       ,1,1,316,5855
8324,1367222506, ORG_INVITE         ,0,0,9,8874
8327,1367223651, GUEST_INVITE       ,0,0,88,9480
7827,1367229957, ORG_INVITE         ,0,0,168,7361
2720,1367233297, SIGNUP_GOOGLE_AUTH ,0,0,62,               NULL 
5451,1367249258, SIGNUP             ,1,0,50,               NULL 
2424,1367250078, PERSONAL_PROJECTS  ,0,0,0,               NULL 
11808,1367253509, PERSONAL_PROJECTS  ,0,0,340,               NULL 
6785,1367264013, SIGNUP             ,0,0,371,               NULL 
7697,1367268905, SIGNUP             ,0,0,82,               NULL 
3056,1367274549, ORG_INVITE         ,0,0,77,10838
2553,1367278260, ORG_INVITE         ,1,1,71,3537
7071,1367297143, ORG_INVITE         ,1,1,24,6313
4150,1367307478, ORG_INVITE         ,0,0,30,5363
4624,1367318918, SIGNUP             ,0,0,10,               NULL 
10475,1367322388, SIGNUP             ,0,0,17,               NULL 
10976,1367327250, GUEST_INVITE       ,0,0,67,8928
4983,1367335179, ORG_INVITE         ,1,0,371,10816
4704,1367340229, GUEST_INVITE       ,1,1,70,11103
3017,1367360560, SIGNUP             ,1,0,235,               NULL 
164,1367360677, SIGNUP             ,0,1,364,               NULL 
8443,1367367417, PERSONAL_PROJECTS  ,0,0,99,               NULL 
124,1367367837, PERSONAL_PROJECTS  ,0,0,373,               NULL 
7285,1367372252, SIGNUP             ,1,0,340,               NULL 
3078,1367380032, PERSONAL_PROJECTS  ,1,0,12,               NULL 
7591,1367385832, SIGNUP             ,1,1,363,               NULL 
9976,1367393415, PERSONAL_PROJECTS  ,0,0,13,               NULL 
5137,1367400861, GUEST_INVITE       ,0,0,58,1864
7699,1367404429, ORG_INVITE         ,0,0,85,6204
9672,1367407315, GUEST_INVITE       ,1,0,257,6548
4238,1367409415, PERSONAL_PROJECTS  ,1,1,40,               NULL 
6603,1367410954, ORG_INVITE         ,1,0,90,5705
4685,1367413531, SIGNUP             ,0,0,50,               NULL 
8318,1367413685, PERSONAL_PROJECTS  ,0,0,71,               NULL 
2816,1367431172, ORG_INVITE         ,0,0,7,2994
2619,1367436312, ORG_INVITE         ,0,0,16,7012
7579,1367440008, SIGNUP             ,0,0,28,               NULL 
11167,1367449280, SIGNUP_GOOGLE_AUTH ,0,0,186,               NULL 
3061,1367450212, ORG_INVITE         ,0,0,158,3515
10848,1367451423, ORG_INVITE         ,0,0,59,1814
3239,1367452216, GUEST_INVITE       ,0,0,200,4430
11792,1367454440, GUEST_INVITE       ,0,0,240,6304
7166,1367463899, GUEST_INVITE       ,0,0,298,3960
1071,1367469393, PERSONAL_PROJECTS  ,0,0,40,               NULL 
10690,1367470400, GUEST_INVITE       ,0,0,71,5739
3934,1367472648, ORG_INVITE         ,0,0,357,6653
1794,1367478105, SIGNUP_GOOGLE_AUTH ,1,0,39,               NULL 
7785,1367489341, SIGNUP_GOOGLE_AUTH ,0,0,15,               NULL 
9719,1367502008, GUEST_INVITE       ,0,0,292,2253
7756,1367519498, SIGNUP             ,0,0,213,               NULL 
9972,1367524073, SIGNUP_GOOGLE_AUTH ,0,0,402,               NULL 
382,1367538628, ORG_INVITE         ,0,0,92,9593
2678,1367538832, PERSONAL_PROJECTS  ,1,0,102,               NULL 
1802,1367539054, PERSONAL_PROJECTS  ,1,1,341,               NULL 
4718,1367540300, ORG_INVITE         ,0,0,12,3221
3084,1367564861, ORG_INVITE         ,0,0,3,3550
10166,1367572678, GUEST_INVITE       ,0,0,249,565
7270,1367580687, GUEST_INVITE       ,0,0,3,563
426,1367583468, ORG_INVITE         ,0,0,128,4612
3718,1367584815, PERSONAL_PROJECTS  ,0,0,23,               NULL 
5525,1367592294, PERSONAL_PROJECTS  ,1,0,54,               NULL 
3087,1367592755, GUEST_INVITE       ,0,0,13,600
9906,1367594932, PERSONAL_PROJECTS  ,0,0,1,               NULL 
2513,1367604979, ORG_INVITE         ,1,1,109,7837
2377,1367608345, GUEST_INVITE       ,0,0,130,451
10554,1367625940, SIGNUP_GOOGLE_AUTH ,0,0,245,               NULL 
6674,1367639197, SIGNUP_GOOGLE_AUTH ,0,0,1,               NULL 
2233,1367640391, ORG_INVITE         ,0,0,7,4043
11971,1367650463, GUEST_INVITE       ,0,0,3,11854
6275,1367658102, GUEST_INVITE       ,0,0,152,7173
7272,1367659028, GUEST_INVITE       ,0,0,333,7995
4116,1367680106, PERSONAL_PROJECTS  ,1,1,13,               NULL 
5749,1367686408, PERSONAL_PROJECTS  ,0,0,49,               NULL 
7161,1367686411, GUEST_INVITE       ,1,0,331,1114
11823,1367694236, GUEST_INVITE       ,1,0,3,4762
6000,1367695621, ORG_INVITE         ,0,0,211,5609
3313,1367697269, ORG_INVITE         ,0,0,193,5240
1354,1367697537, PERSONAL_PROJECTS  ,1,0,307,               NULL 
5215,1367704816, ORG_INVITE         ,0,0,124,1932
10969,1367707716, ORG_INVITE         ,1,0,203,5975
2556,1367715711, ORG_INVITE         ,0,0,34,1381
2435,1367716348, SIGNUP_GOOGLE_AUTH ,1,1,178,               NULL 
5313,1367726041, SIGNUP             ,0,0,376,               NULL 
6729,1367732701, PERSONAL_PROJECTS  ,0,0,132,               NULL 
354,1367738218, SIGNUP_GOOGLE_AUTH ,0,0,302,               NULL 
11510,1367743894, PERSONAL_PROJECTS  ,0,0,112,               NULL 
4293,1367747618, ORG_INVITE         ,1,0,46,728
10171,1367751317, ORG_INVITE         ,1,1,174,9607
2847,1367763240, SIGNUP             ,0,0,29,               NULL 
8065,1367763331, ORG_INVITE         ,0,0,0,11133
3101,1367765873, PERSONAL_PROJECTS  ,0,0,188,               NULL 
7426,1367772438, ORG_INVITE         ,0,0,298,9582
3916,1367785216, ORG_INVITE         ,0,0,1,7429
11894,1367789708, SIGNUP             ,0,0,275,               NULL 
10004,1367797126, GUEST_INVITE       ,0,0,57,2527
9773,1367799583, PERSONAL_PROJECTS  ,0,0,50,               NULL 
8585,1367803950, SIGNUP             ,1,0,340,               NULL 
3395,1367805801, GUEST_INVITE       ,0,0,204,4671
940,1367808616, GUEST_INVITE       ,0,0,307,7842
5577,1367808950, ORG_INVITE         ,1,0,69,1400
9651,1367811000, GUEST_INVITE       ,1,0,102,4337
5063,1367812241, SIGNUP_GOOGLE_AUTH ,1,0,220,               NULL 
8756,1367814814, PERSONAL_PROJECTS  ,0,0,205,               NULL 
5912,1367815221, PERSONAL_PROJECTS  ,0,0,1,               NULL 
7200,1367820574, PERSONAL_PROJECTS  ,0,0,280,               NULL 
11459,1367827608, GUEST_INVITE       ,0,0,75,3030
549,1367830660, ORG_INVITE         ,0,0,104,376
5933,1367837905, PERSONAL_PROJECTS  ,0,0,13,               NULL 
8539,1367837911, ORG_INVITE         ,0,0,237,6917
2790,1367841405, ORG_INVITE         ,0,0,13,6170
10098,1367852820, ORG_INVITE         ,0,0,24,11085
8633,1367853286, ORG_INVITE         ,0,0,285,362
11316,1367857584, GUEST_INVITE       ,0,0,191,7641
2834,1367863555, SIGNUP             ,0,0,91,               NULL 
1944,1367892700, SIGNUP             ,0,0,230,               NULL 
4219,1367896084, SIGNUP_GOOGLE_AUTH ,0,0,317,               NULL 
10965,1367898459, ORG_INVITE         ,1,0,262,2525
9011,1367901906, SIGNUP_GOOGLE_AUTH ,0,0,382,               NULL 
1485,1367907840, ORG_INVITE         ,1,0,17,2026
1714,1367922035, ORG_INVITE         ,0,0,196,6529
8742,1367924493, SIGNUP             ,1,1,413,               NULL 
6784,1367932878, ORG_INVITE         ,1,1,3,3550
7077,1367940897, ORG_INVITE         ,1,1,2,7377
9306,1367946951, ORG_INVITE         ,0,0,238,9577
3829,1367950405, ORG_INVITE         ,1,1,272,9916
10981,1367957312, ORG_INVITE         ,0,0,195,3819
10177,1367966277, ORG_INVITE         ,0,0,147,11602
5824,1367976836, ORG_INVITE         ,0,0,316,10550
6250,1367981272, SIGNUP             ,1,1,21,               NULL 
11041,1367993489, ORG_INVITE         ,0,0,145,3663
5947,1367995351, PERSONAL_PROJECTS  ,1,1,119,               NULL 
3925,1368001583, ORG_INVITE         ,0,0,249,9312
7146,1368002246, ORG_INVITE         ,0,0,30,6510
4904,1368006748, ORG_INVITE         ,1,1,339,10778
1967,1368026861, ORG_INVITE         ,0,1,88,3298
10691,1368036604, SIGNUP             ,0,0,221,               NULL 
1727,1368036782, SIGNUP             ,1,0,112,               NULL 
3705,1368041663, GUEST_INVITE       ,0,0,116,2962
10900,1368047892, SIGNUP             ,0,0,16,               NULL 
11633,1368052039, ORG_INVITE         ,0,0,282,3082
3666,1368056194, ORG_INVITE         ,0,0,78,6597
9787,1368060547, ORG_INVITE         ,0,0,0,1646
10245,1368067170, PERSONAL_PROJECTS  ,0,0,314,               NULL 
7752,1368074756, PERSONAL_PROJECTS  ,0,0,6,               NULL 
5938,1368074768, SIGNUP_GOOGLE_AUTH ,1,0,189,               NULL 
5542,1368079110, ORG_INVITE         ,0,1,57,7894
2679,1368084061, PERSONAL_PROJECTS  ,1,0,9,               NULL 
7967,1368089210, PERSONAL_PROJECTS  ,0,0,125,               NULL 
8929,1368092507, SIGNUP_GOOGLE_AUTH ,1,1,122,               NULL 
8654,1368097806, ORG_INVITE         ,0,0,226,6028
4285,1368103703, ORG_INVITE         ,0,0,122,2156
2735,1368113910, SIGNUP_GOOGLE_AUTH ,0,0,14,               NULL 
7020,1368114031, PERSONAL_PROJECTS  ,0,0,47,               NULL 
5251,1368127130, PERSONAL_PROJECTS  ,1,0,30,               NULL 
11574,1368132249, ORG_INVITE         ,1,1,402,121
990,1368132490, PERSONAL_PROJECTS  ,0,0,43,               NULL 
6604,1368133213, PERSONAL_PROJECTS  ,0,0,8,               NULL 
1760,1368136813, SIGNUP             ,0,0,69,               NULL 
11384,1368138516, PERSONAL_PROJECTS  ,0,0,164,               NULL 
4423,1368145358, ORG_INVITE         ,0,0,9,7787
5121,1368162824, SIGNUP             ,1,1,210,               NULL 
2767,1368166096, SIGNUP             ,1,1,20,               NULL 
6012,1368166227, ORG_INVITE         ,0,0,56,3282
3606,1368174719, GUEST_INVITE       ,0,0,84,8356
3024,1368183637, SIGNUP             ,0,0,397,               NULL 
10808,1368194348, ORG_INVITE         ,0,0,24,10611
9268,1368199899, PERSONAL_PROJECTS  ,1,1,37,               NULL 
10179,1368214070, PERSONAL_PROJECTS  ,0,0,109,               NULL 
1179,1368215485, ORG_INVITE         ,1,0,0,5684
4869,1368235992, GUEST_INVITE       ,1,0,270,2188
6930,1368237211, PERSONAL_PROJECTS  ,1,0,23,               NULL 
9673,1368243098, PERSONAL_PROJECTS  ,0,0,93,               NULL 
7832,1368244656, SIGNUP_GOOGLE_AUTH ,0,0,0,               NULL 
2369,1368256301, GUEST_INVITE       ,0,0,51,3876
5261,1368256314, ORG_INVITE         ,0,0,240,11670
198,1368262836, ORG_INVITE         ,0,1,328,646
7436,1368276247, ORG_INVITE         ,0,0,3,11911
8789,1368278530, SIGNUP_GOOGLE_AUTH ,0,0,282,               NULL 
3673,1368281303, ORG_INVITE         ,1,1,43,7410
8862,1368283794, GUEST_INVITE       ,0,0,399,7107
963,1368286498, SIGNUP             ,0,0,195,               NULL 
5105,1368300377, ORG_INVITE         ,0,0,290,7936
5458,1368302700, PERSONAL_PROJECTS  ,0,0,12,               NULL 
5182,1368317256, ORG_INVITE         ,0,0,128,4612
7094,1368343721, SIGNUP_GOOGLE_AUTH ,0,0,4,               NULL 
4623,1368353296, SIGNUP_GOOGLE_AUTH ,1,0,243,               NULL 
5512,1368357950, PERSONAL_PROJECTS  ,1,1,126,               NULL 
435,1368358890, SIGNUP_GOOGLE_AUTH ,0,0,31,               NULL 
1971,1368364932, ORG_INVITE         ,0,0,10,672
8410,1368372044, SIGNUP             ,0,0,41,               NULL 
3365,1368380532, PERSONAL_PROJECTS  ,0,0,1,               NULL 
3774,1368381709, ORG_INVITE         ,1,1,8,5213
1017,1368391167, ORG_INVITE         ,1,0,77,2583
8161,1368391297, PERSONAL_PROJECTS  ,0,0,260,               NULL 
6973,1368393075, ORG_INVITE         ,1,0,0,11133
2521,1368399049, GUEST_INVITE       ,0,0,390,3155
3010,1368406385, PERSONAL_PROJECTS  ,0,0,256,               NULL 
11444,1368411906, PERSONAL_PROJECTS  ,0,0,159,               NULL 
10468,1368416325, ORG_INVITE         ,0,0,125,2714
10878,1368417216, SIGNUP             ,0,0,331,               NULL 
4605,1368441617, PERSONAL_PROJECTS  ,0,0,68,               NULL 
6425,1368442728, GUEST_INVITE       ,0,0,141,9745
6530,1368451148, SIGNUP             ,0,0,291,               NULL 
5292,1368456204, SIGNUP             ,1,1,222,               NULL 
11075,1368458702, PERSONAL_PROJECTS  ,1,1,8,               NULL 
3603,1368471713, GUEST_INVITE       ,0,0,53,8522
6596,1368483216, GUEST_INVITE       ,0,0,36,5506
7624,1368488531, ORG_INVITE         ,0,0,90,6682
8441,1368494440, ORG_INVITE         ,0,1,276,37
2336,1368503085, ORG_INVITE         ,0,0,192,11941
6546,1368506105, ORG_INVITE         ,0,0,190,3367
8620,1368526489, ORG_INVITE         ,0,0,162,6227
1263,1368529950, PERSONAL_PROJECTS  ,0,0,44,               NULL 
7964,1368530320, ORG_INVITE         ,0,1,301,3261
1041,1368540394, ORG_INVITE         ,0,0,156,1112
5976,1368543784, SIGNUP             ,0,0,298,               NULL 
10713,1368544900, SIGNUP             ,1,0,131,               NULL 
2602,1368547764, GUEST_INVITE       ,0,0,1,801
11334,1368555094, PERSONAL_PROJECTS  ,0,0,33,               NULL 
6818,1368556486, SIGNUP_GOOGLE_AUTH ,0,0,124,               NULL 
7258,1368561840, ORG_INVITE         ,0,0,35,1904
3707,1368565028, SIGNUP             ,0,0,130,               NULL 
8794,1368571360, ORG_INVITE         ,0,0,3,10158
11606,1368571558, ORG_INVITE         ,0,0,228,4858
9406,1368575641, SIGNUP_GOOGLE_AUTH ,0,0,7,               NULL 
10799,1368586563, ORG_INVITE         ,0,0,0,4757
1472,1368586903, ORG_INVITE         ,0,0,108,4037
9029,1368590869, GUEST_INVITE       ,0,0,2,10386
10867,1368606465, ORG_INVITE         ,0,0,118,3984
2223,1368613255, PERSONAL_PROJECTS  ,0,0,0,               NULL 
6118,1368621726, SIGNUP             ,0,0,84,               NULL 
3741,1368625104, ORG_INVITE         ,0,0,414,4476
2331,1368629104, PERSONAL_PROJECTS  ,0,0,362,               NULL 
11266,1368631696, ORG_INVITE         ,1,1,349,3476
5005,1368632522, SIGNUP_GOOGLE_AUTH ,0,0,53,               NULL 
7087,1368658002, GUEST_INVITE       ,0,1,25,11128
8236,1368658510, ORG_INVITE         ,0,0,324,10440
7687,1368659368, PERSONAL_PROJECTS  ,1,0,80,               NULL 
3075,1368662589, ORG_INVITE         ,0,0,39,6890
11130,1368667849, SIGNUP_GOOGLE_AUTH ,0,0,20,               NULL 
4064,1368677448, ORG_INVITE         ,0,0,221,7851
6643,1368686904, SIGNUP             ,1,1,186,               NULL 
10063,1368691319, GUEST_INVITE       ,0,0,201,3368
1921,1368697748, ORG_INVITE         ,0,0,370,2622
10230,1368700253, PERSONAL_PROJECTS  ,1,1,286,               NULL 
2706,1368700911, ORG_INVITE         ,0,0,107,6618
1933,1368703755, SIGNUP_GOOGLE_AUTH ,0,0,383,               NULL 
6016,1368718173, GUEST_INVITE       ,0,0,227,4908
11131,1368720760, GUEST_INVITE       ,0,0,252,11131
4992,1368728761, ORG_INVITE         ,0,0,139,3514
3251,1368730779, SIGNUP             ,0,0,103,               NULL 
11442,1368731491, GUEST_INVITE       ,0,0,7,4652
1888,1368741376, ORG_INVITE         ,0,0,160,8259
8287,1368744053, SIGNUP_GOOGLE_AUTH ,0,0,238,               NULL 
7830,1368746797, PERSONAL_PROJECTS  ,0,0,1,               NULL 
6188,1368746992, GUEST_INVITE       ,0,0,4,3789
8843,1368765265, SIGNUP             ,0,0,241,               NULL 
10703,1368770405, PERSONAL_PROJECTS  ,0,1,201,               NULL 
6262,1368777310, ORG_INVITE         ,0,0,122,8769
4740,1368782094, SIGNUP_GOOGLE_AUTH ,0,0,94,               NULL 
4716,1368789755, SIGNUP             ,1,0,64,               NULL 
669,1368798797, SIGNUP             ,0,0,218,               NULL 
5795,1368798845, SIGNUP             ,1,0,274,               NULL 
3906,1368805262, GUEST_INVITE       ,0,0,51,3876
7692,1368809040, PERSONAL_PROJECTS  ,0,0,155,               NULL 
10396,1368809416, SIGNUP             ,0,0,97,               NULL 
420,1368813107, GUEST_INVITE       ,1,1,235,10606
7550,1368830505, PERSONAL_PROJECTS  ,1,0,328,               NULL 
10411,1368830734, ORG_INVITE         ,1,1,312,2380
9562,1368836969, SIGNUP             ,1,0,50,               NULL 
6345,1368851414, PERSONAL_PROJECTS  ,0,0,38,               NULL 
1963,1368867373, SIGNUP             ,0,0,317,               NULL 
2226,1368882770, SIGNUP             ,0,0,50,               NULL 
2599,1368885643, GUEST_INVITE       ,0,0,97,10649
10724,1368890289, ORG_INVITE         ,0,0,102,4584
11486,1368891029, ORG_INVITE         ,1,0,338,392
5407,1368903321, ORG_INVITE         ,0,0,289,4785
6565,1368908787, GUEST_INVITE       ,0,0,6,11877
6240,1368929053, ORG_INVITE         ,0,0,107,3257
10573,1368929278, ORG_INVITE         ,1,0,151,11304
1100,1368933625, SIGNUP_GOOGLE_AUTH ,0,0,404,               NULL 
6123,1368934404, ORG_INVITE         ,0,0,9,8858
11895,1368936841, GUEST_INVITE       ,0,0,205,5972
9666,1368943338, SIGNUP_GOOGLE_AUTH ,1,0,207,               NULL 
2971,1368947664, PERSONAL_PROJECTS  ,0,0,1,               NULL 
6340,1368956210, SIGNUP_GOOGLE_AUTH ,1,0,31,               NULL 
5815,1368964198, SIGNUP_GOOGLE_AUTH ,0,0,173,               NULL 
3146,1368965584, SIGNUP             ,0,0,173,               NULL 
2211,1368970248, ORG_INVITE         ,0,0,200,4430
3505,1368973658, GUEST_INVITE       ,1,1,66,6974
6876,1368974316, GUEST_INVITE       ,0,0,411,3345
7975,1368979686, SIGNUP_GOOGLE_AUTH ,0,0,35,               NULL 
1385,1368980151, SIGNUP             ,0,0,352,               NULL 
4714,1368988684, GUEST_INVITE       ,1,1,43,8221
928,1369013296, GUEST_INVITE       ,0,0,296,1656
9874,1369026917, PERSONAL_PROJECTS  ,0,0,22,               NULL 
6268,1369027961, ORG_INVITE         ,0,0,147,11602
11622,1369029356, ORG_INVITE         ,0,0,94,1096
3586,1369040400, SIGNUP_GOOGLE_AUTH ,0,0,240,               NULL 
2338,1369042034, PERSONAL_PROJECTS  ,1,0,89,               NULL 
7350,1369053890, ORG_INVITE         ,0,1,59,2509
965,1369056156, PERSONAL_PROJECTS  ,0,0,15,               NULL 
1001,1369056998, ORG_INVITE         ,1,1,318,8250
2640,1369057159, PERSONAL_PROJECTS  ,0,0,59,               NULL 
9962,1369058343, ORG_INVITE         ,0,0,385,1139
10046,1369061388, SIGNUP_GOOGLE_AUTH ,0,0,8,               NULL 
3089,1369062024, ORG_INVITE         ,0,0,13,8982
4763,1369069504, PERSONAL_PROJECTS  ,0,0,41,               NULL 
5758,1369082249, ORG_INVITE         ,0,0,190,8424
8894,1369093054, ORG_INVITE         ,0,0,154,8664
8878,1369096317, PERSONAL_PROJECTS  ,0,0,289,               NULL 
8953,1369112205, ORG_INVITE         ,0,0,131,8554
499,1369116548, GUEST_INVITE       ,0,0,55,9039
4,1369123768, GUEST_INVITE       ,0,0,1,5151
9697,1369125680, ORG_INVITE         ,0,0,49,8028
11030,1369127480, PERSONAL_PROJECTS  ,0,0,261,               NULL 
5469,1369129688, ORG_INVITE         ,0,0,218,6374
8092,1369157338, ORG_INVITE         ,1,1,22,746
1192,1369160286, ORG_INVITE         ,0,0,59,7254
11642,1369163836, ORG_INVITE         ,0,0,366,3580
785,1369174759, ORG_INVITE         ,0,0,23,6645
8069,1369176948, SIGNUP_GOOGLE_AUTH ,0,0,144,               NULL 
11023,1369178603, SIGNUP_GOOGLE_AUTH ,0,0,27,               NULL 
11027,1369179334, PERSONAL_PROJECTS  ,0,1,142,               NULL 
6438,1369183849, SIGNUP             ,1,1,134,               NULL 
5822,1369187057, SIGNUP             ,0,0,8,               NULL 
2711,1369194984, SIGNUP             ,0,0,37,               NULL 
7539,1369207103, ORG_INVITE         ,0,0,166,1437
11740,1369211259, ORG_INVITE         ,0,0,297,7857
2205,1369213968, SIGNUP             ,0,0,181,               NULL 
2627,1369222910, GUEST_INVITE       ,0,0,24,5221
8402,1369229769, SIGNUP_GOOGLE_AUTH ,0,0,3,               NULL 
6580,1369236149, ORG_INVITE         ,1,0,95,8399
8285,1369239417, GUEST_INVITE       ,1,0,14,3295
2280,1369242322, SIGNUP             ,1,1,91,               NULL 
11022,1369242619, SIGNUP             ,0,0,32,               NULL 
512,1369255925, SIGNUP_GOOGLE_AUTH ,0,0,7,               NULL 
5714,1369261446, SIGNUP_GOOGLE_AUTH ,0,0,37,               NULL 
3935,1369263687, ORG_INVITE         ,0,0,153,10755
3283,1369268370, SIGNUP_GOOGLE_AUTH ,0,0,6,               NULL 
8374,1369274676, GUEST_INVITE       ,0,0,100,8438
4782,1369284770, PERSONAL_PROJECTS  ,0,0,162,               NULL 
7052,1369285973, SIGNUP             ,0,0,63,               NULL 
1688,1369291510, ORG_INVITE         ,0,0,375,8026
9638,1369292915, PERSONAL_PROJECTS  ,1,1,64,               NULL 
9019,1369297872, GUEST_INVITE       ,0,0,13,8982
4129,1369307083, SIGNUP             ,0,0,249,               NULL 
8055,1369308147, SIGNUP_GOOGLE_AUTH ,0,0,217,               NULL 
3844,1369313511, ORG_INVITE         ,1,0,43,7839
6539,1369314363, SIGNUP_GOOGLE_AUTH ,0,0,27,               NULL 
7769,1369316065, GUEST_INVITE       ,0,0,3,5252
7856,1369321456, ORG_INVITE         ,0,0,93,7296
5357,1369327128, SIGNUP             ,0,0,48,               NULL 
8332,1369330183, GUEST_INVITE       ,0,0,376,9919
8915,1369337727, ORG_INVITE         ,0,0,55,5808
4580,1369346437, SIGNUP             ,0,0,94,               NULL 
4705,1369349079, PERSONAL_PROJECTS  ,1,0,20,               NULL 
10824,1369354912, ORG_INVITE         ,0,0,4,3789
6636,1369366585, SIGNUP_GOOGLE_AUTH ,0,0,217,               NULL 
10042,1369367281, ORG_INVITE         ,0,0,374,10221
11382,1369372341, GUEST_INVITE       ,1,0,210,3294
10753,1369375032, SIGNUP_GOOGLE_AUTH ,0,0,258,               NULL 
10327,1369385616, ORG_INVITE         ,0,0,1,1815
5895,1369402223, ORG_INVITE         ,1,1,144,3822
19,1369407396, SIGNUP             ,1,0,0,               NULL 
5689,1369412027, GUEST_INVITE       ,0,0,207,828
11664,1369422701, PERSONAL_PROJECTS  ,0,0,11,               NULL 
6736,1369430084, SIGNUP             ,0,0,194,               NULL 
5919,1369430145, SIGNUP             ,0,0,221,               NULL 
1586,1369435940, GUEST_INVITE       ,0,0,212,6195
1674,1369451944, ORG_INVITE         ,0,0,18,2927
11352,1369456552, PERSONAL_PROJECTS  ,0,0,232,               NULL 
11862,1369456552, ORG_INVITE         ,1,0,331,11822
